policy,budget,avg_at_5,top1,top3,top5
adaptive_corrupted_anchor,0.25,0.8349278308841013,0.4244348337851334,1.0,1.0
adaptive_corrupted_anchor,0.5,0.6645516835497218,0.2441330194511818,0.6847109668521425,1.0
anchored_random_rest,0.25,0.8125475888143814,0.3821473224901317,1.0,1.0
anchored_random_rest,0.5,0.6748842559566273,0.29991683311932277,0.7084250368573739,1.0
full_reference,0.25,0.4389332049269986,0.1889987278261283,0.45614620487944074,0.6609623341418176
full_reference,0.5,0.4389332049269986,0.1889987278261283,0.45614620487944074,0.6609623341418176
random_multibudget,0.25,0.31155483426071245,0.10823994150378087,0.3095000594473772,0.5104538093879298
random_multibudget,0.5,0.34596123317639227,0.14622377181718743,0.36405693869786465,0.5108277690588292
