case_id,service,feature,score
mobservice1_qr_expired_1625151823,logservice1,mean_latency_ms,36.70851531488254
mobservice1_qr_expired_1625151823,logservice1,error_rows,-0.25
mobservice1_qr_expired_1625151823,logservice2,cpu,-2.2689971815383365
mobservice1_qr_expired_1625151823,logservice2,memory,7.740740740811804
mobservice1_qr_expired_1625151823,logservice2,net_in_err,0.0
mobservice1_qr_expired_1625151823,logservice2,net_out_err,0.0
mobservice1_qr_expired_1625151823,logservice2,trace_rows,-3.75
mobservice1_qr_expired_1625151823,logservice2,mean_latency_ms,60.81921307476145
mobservice1_qr_expired_1625151823,logservice2,error_rows,-0.25
mobservice2_qr_expired_1625152105,webservice1,cpu,-0.013129356448546403
mobservice2_qr_expired_1625152105,webservice1,memory,5.00679016114669e-06
mobservice2_qr_expired_1625152105,webservice1,net_in_err,0.0
mobservice2_qr_expired_1625152105,webservice1,net_out_err,0.0
mobservice2_qr_expired_1625152105,webservice1,trace_rows,-10.0
mobservice2_qr_expired_1625152105,webservice1,mean_latency_ms,46.523620772946856
mobservice2_qr_expired_1625152105,webservice1,error_rows,0.0
mobservice2_qr_expired_1625152105,webservice2,cpu,-0.009020339653718068
mobservice2_qr_expired_1625152105,webservice2,memory,6.771087646484375e-05
mobservice2_qr_expired_1625152105,webservice2,net_in_err,0.0
mobservice2_qr_expired_1625152105,webservice2,net_out_err,0.0
mobservice2_qr_expired_1625152105,webservice2,trace_rows,-8.0
mobservice2_qr_expired_1625152105,webservice2,mean_latency_ms,431.0217500000001
mobservice2_qr_expired_1625152105,webservice2,error_rows,-1.0
mobservice2_qr_expired_1625152105,mobservice1,cpu,-0.06396852641714856
mobservice2_qr_expired_1625152105,mobservice1,memory,-1.0172526041657415e-05
mobservice2_qr_expired_1625152105,mobservice1,net_in_err,0.0
mobservice2_qr_expired_1625152105,mobservice1,net_out_err,0.0
mobservice2_qr_expired_1625152105,mobservice1,trace_rows,-11.0
mobservice2_qr_expired_1625152105,mobservice1,mean_latency_ms,1.4444822695035384
mobservice2_qr_expired_1625152105,mobservice1,error_rows,0.0
mobservice2_qr_expired_1625152105,mobservice2,cpu,0.06638566166171066
mobservice2_qr_expired_1625152105,mobservice2,memory,1.1424529557768626e-05
mobservice2_qr_expired_1625152105,mobservice2,net_in_err,0.0
mobservice2_qr_expired_1625152105,mobservice2,net_out_err,0.0
mobservice2_qr_expired_1625152105,mobservice2,trace_rows,-9.0
mobservice2_qr_expired_1625152105,mobservice2,mean_latency_ms,315.62731688311686
mobservice2_qr_expired_1625152105,mobservice2,error_rows,1.0
