policy,dataset,fault,budget,cases,top1,top3,top5,avg5,total_reduction,post_injection_trace_reduction,post_injection_span_reduction
coverage_aware,RE2-OB,socket,0.1,15,0.0,0.6666666666666666,0.9333333333333333,0.5866666666666667,0.43659392750800274,0.9000037671913605,0.8248575852084763
coverage_aware,RE2-OB,socket,0.25,15,0.13333333333333333,0.7333333333333333,0.9333333333333333,0.6533333333333334,0.36382456647792744,0.7499970107243595,0.5875065419979089
coverage_aware,RE2-OB,socket,0.5,15,0.2,0.8,1.0,0.7066666666666667,0.24254180644203346,0.49999952464764313,0.2249191434868946
coverage_aware,RE2-OB,socket,1.0,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0,0.0
coverage_aware,RE2-TT,cpu,0.05,15,0.6666666666666666,0.8,0.8,0.7733333333333333,0.4673249556449599,0.9499857158990699,0.8667215437455398
coverage_aware,RE2-TT,cpu,0.1,15,0.6666666666666666,0.8,0.8,0.7733333333333333,0.4427343230429699,0.9000126232134942,0.767588779931053
coverage_aware,RE2-TT,cpu,0.25,15,0.6666666666666666,0.8,0.8,0.7733333333333333,0.36893421310639635,0.7499891483503079,0.5477652661668154
coverage_aware,RE2-TT,cpu,0.5,15,0.7333333333333333,0.8,0.8,0.7866666666666667,0.24600283896681616,0.4999586973230003,0.30089970719783066
coverage_aware,RE2-TT,cpu,1.0,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0,0.0
coverage_aware,RE2-TT,delay,0.05,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.41544609417155254,0.9500610489873939,0.8907354696938151
coverage_aware,RE2-TT,delay,0.1,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3935697462582314,0.9000547468054313,0.7832671918573547
coverage_aware,RE2-TT,delay,0.25,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.32794126967534487,0.7499813424704256,0.5741352925645832
coverage_aware,RE2-TT,delay,0.5,15,0.8,0.8,0.8,0.8,0.21863703451166308,0.49998345166976527,0.317922689516601
coverage_aware,RE2-TT,delay,1.0,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0
coverage_aware,RE2-TT,disk,0.05,15,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.64,0.4710132863394762,0.9499587111228874,0.8937278334014842
coverage_aware,RE2-TT,disk,0.1,15,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.64,0.4462460498090274,0.9000199757412326,0.794302136393893
coverage_aware,RE2-TT,disk,0.25,15,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.64,0.37183280248713124,0.7499376960938203,0.547428924511798
coverage_aware,RE2-TT,disk,0.5,15,0.6,0.7333333333333333,0.8,0.7333333333333333,0.24788419325198066,0.49993718573449236,0.29023640033438214
coverage_aware,RE2-TT,disk,1.0,15,0.8,0.9333333333333333,1.0,0.92,0.0,0.0,0.0
coverage_aware,RE2-TT,loss,0.05,15,0.6,0.6666666666666666,0.6666666666666666,0.64,0.4602163905345522,0.9500202835135776,0.9018634372790111
coverage_aware,RE2-TT,loss,0.1,15,0.6,0.6666666666666666,0.6666666666666666,0.6533333333333334,0.43597198538642434,0.899977018896245,0.8034788372046342
coverage_aware,RE2-TT,loss,0.25,15,0.6,0.6666666666666666,0.6666666666666666,0.6533333333333334,0.3632937659352968,0.7499961472538935,0.5843899583949139
coverage_aware,RE2-TT,loss,0.5,15,0.6666666666666666,0.8,0.8,0.76,0.2422212502453356,0.4999729335332563,0.3226946630749833
coverage_aware,RE2-TT,loss,1.0,15,0.8,1.0,1.0,0.9333333333333333,0.0,0.0,0.0
coverage_aware,RE2-TT,mem,0.05,15,0.4666666666666667,0.8,0.8,0.7333333333333333,0.46608199754572516,0.9500013792619981,0.8761625981073791
coverage_aware,RE2-TT,mem,0.1,15,0.6,0.8,0.8,0.76,0.441539131363515,0.9000031625287218,0.7643801981213305
coverage_aware,RE2-TT,mem,0.25,15,0.6,0.8,0.8,0.76,0.3679288923223878,0.7500045009253458,0.5081568921726228
coverage_aware,RE2-TT,mem,0.5,15,0.6,0.8,0.8,0.76,0.24529563128401702,0.5000091381236504,0.24664861585306663
coverage_aware,RE2-TT,mem,1.0,15,0.8,1.0,1.0,0.9600000000000001,0.0,0.0,0.0
coverage_aware,RE2-TT,socket,0.05,15,0.4,0.7333333333333333,0.7333333333333333,0.6533333333333334,0.4973446586518691,0.9499946754471509,0.8904832997128893
coverage_aware,RE2-TT,socket,0.1,15,0.4666666666666667,0.7333333333333333,0.7333333333333333,0.6799999999999999,0.4711768340433381,0.900006901126177,0.7877771636297408
coverage_aware,RE2-TT,socket,0.25,15,0.4666666666666667,0.7333333333333333,0.7333333333333333,0.6799999999999999,0.392637553351077,0.750030890542239,0.5749246528613858
coverage_aware,RE2-TT,socket,0.5,15,0.4666666666666667,0.8,0.8,0.7333333333333333,0.2617954919154525,0.49999949940370725,0.32190113975716644
coverage_aware,RE2-TT,socket,1.0,15,0.7333333333333333,1.0,1.0,0.9466666666666667,0.0,0.0,0.0
early_window,RE2-OB,cpu,0.05,15,0.06666666666666667,0.7333333333333333,1.0,0.6666666666666666,0.44306682301159006,0.9499860703974149,0.9494930241803166
early_window,RE2-OB,cpu,0.1,15,0.06666666666666667,0.7333333333333333,1.0,0.6666666666666666,0.41974464684208646,0.899966773818713,0.8998158293986819
