dataset,service,fault,instance,budget,policy,avg5_case_policy,top1_case_policy,top3_case_policy,top5_case_policy,total_reduction,post_injection_trace_reduction,post_injection_span_reduction
RE2-OB,emailservice,disk,1,0.25,coverage_aware,0.8,0.0,1.0,1.0,0.37369874654769497,0.7500213146900844,0.5779488930977738
RE2-OB,emailservice,disk,1,0.25,early_window,0.8,0.0,1.0,1.0,0.37378372636498836,0.7500213146900844,0.7486519493691848
RE2-OB,emailservice,disk,1,0.25,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.3736562566390482,0.7500213146900844,0.5791235859699237
RE2-OB,emailservice,disk,1,0.25,late_window,0.8,0.0,1.0,1.0,0.3736562566390482,0.7500213146900844,0.7536922615166475
RE2-OB,emailservice,disk,1,0.25,latency_service_diversity,0.6,0.0,1.0,1.0,0.37369874654769497,0.7500213146900844,0.5761428674925742
RE2-OB,emailservice,disk,1,0.25,latency_topk,0.6,0.0,1.0,1.0,0.37369874654769497,0.7500213146900844,0.5755063599010567
RE2-OB,emailservice,disk,1,0.25,random,0.76,0.0,0.9,1.0,0.3736775015933716,0.7500213146900844,0.7499606710756461
RE2-OB,emailservice,disk,1,0.25,service_aware_abnormality,0.6,0.0,1.0,1.0,0.37369874654769497,0.7500213146900844,0.5865029341447512
RE2-OB,emailservice,disk,1,0.5,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.23048819614783533
RE2-OB,emailservice,disk,1,0.5,abnormality_topk,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.23048819614783533
RE2-OB,emailservice,disk,1,0.5,coverage_aware,0.8,0.0,1.0,1.0,0.2491608243042277,0.5000426293801687,0.22521501536932964
RE2-OB,emailservice,disk,1,0.5,early_window,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.49604123327227
RE2-OB,emailservice,disk,1,0.5,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.22147359269723976
RE2-OB,emailservice,disk,1,0.5,late_window,0.8,0.0,1.0,1.0,0.24907584448693432,0.5000426293801687,0.504108837623291
RE2-OB,emailservice,disk,1,0.5,latency_service_diversity,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.22572215149915653
RE2-OB,emailservice,disk,1,0.5,latency_topk,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.22515809192618585
RE2-OB,emailservice,disk,1,0.5,random,0.8,0.0,1.0,1.0,0.24912258338644572,0.5000426293801687,0.5001060845985863
RE2-OB,emailservice,disk,1,0.5,service_aware_abnormality,0.8,0.0,1.0,1.0,0.24920331421287445,0.5000426293801687,0.23048819614783533
RE2-OB,emailservice,disk,1,1.0,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,abnormality_topk,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,coverage_aware,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,early_window,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,late_window,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,latency_service_diversity,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,latency_topk,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,random,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,1,1.0,service_aware_abnormality,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,0.05,abnormality_service_diversity,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9159347309376716
RE2-OB,emailservice,disk,2,0.05,abnormality_topk,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9154195000315943
RE2-OB,emailservice,disk,2,0.05,coverage_aware,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9087214982525895
RE2-OB,emailservice,disk,2,0.05,early_window,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9498524786981184
RE2-OB,emailservice,disk,2,0.05,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.909693632037641
RE2-OB,emailservice,disk,2,0.05,late_window,0.8,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9488754842441417
RE2-OB,emailservice,disk,2,0.05,latency_service_diversity,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.909465180598154
RE2-OB,emailservice,disk,2,0.05,latency_topk,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9087895476175432
RE2-OB,emailservice,disk,2,0.05,random,0.5599999999999999,0.0,0.9,0.9,0.478037420701839,0.949972073725365,0.9499263608657824
RE2-OB,emailservice,disk,2,0.05,service_aware_abnormality,0.6,0.0,1.0,1.0,0.47803742070183897,0.9499720737253651,0.9154195000315943
RE2-OB,emailservice,disk,2,0.1,abnormality_service_diversity,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.8379890440522425
RE2-OB,emailservice,disk,2,0.1,abnormality_topk,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.8374738131461652
RE2-OB,emailservice,disk,2,0.1,coverage_aware,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.828598231688645
RE2-OB,emailservice,disk,2,0.1,early_window,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.9002396309780152
RE2-OB,emailservice,disk,2,0.1,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.8272178017138718
RE2-OB,emailservice,disk,2,0.1,late_window,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.9006236238231106
RE2-OB,emailservice,disk,2,0.1,latency_service_diversity,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.8232806598844133
RE2-OB,emailservice,disk,2,0.1,latency_topk,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.8225466988766994
RE2-OB,emailservice,disk,2,0.1,random,0.62,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.9005793917358907
RE2-OB,emailservice,disk,2,0.1,service_aware_abnormality,0.6,0.0,1.0,1.0,0.4529029149602506,0.90002393680683,0.8374738131461652
RE2-OB,emailservice,disk,2,0.25,abnormality_service_diversity,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.6017070669265504
RE2-OB,emailservice,disk,2,0.25,abnormality_topk,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.6017070669265504
RE2-OB,emailservice,disk,2,0.25,coverage_aware,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.581122134028085
RE2-OB,emailservice,disk,2,0.25,early_window,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.7475806020424531
RE2-OB,emailservice,disk,2,0.25,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.5876986190839584
RE2-OB,emailservice,disk,2,0.25,late_window,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.7510025129658344
RE2-OB,emailservice,disk,2,0.25,latency_service_diversity,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.5969970787379759
RE2-OB,emailservice,disk,2,0.25,latency_topk,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.5966714139199837
RE2-OB,emailservice,disk,2,0.25,random,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.7506190061876316
RE2-OB,emailservice,disk,2,0.25,service_aware_abnormality,0.6,0.0,1.0,1.0,0.3774190958002088,0.750019947339025,0.6017070669265504
RE2-OB,emailservice,disk,2,0.5,abnormality_service_diversity,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.24559015811756013
RE2-OB,emailservice,disk,2,0.5,abnormality_topk,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.24559015811756013
RE2-OB,emailservice,disk,2,0.5,coverage_aware,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.22589958830134205
RE2-OB,emailservice,disk,2,0.5,early_window,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.49910806725221524
RE2-OB,emailservice,disk,2,0.5,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.22442194494806378
RE2-OB,emailservice,disk,2,0.5,late_window,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.5010037281330657
RE2-OB,emailservice,disk,2,0.5,latency_service_diversity,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.24052534109744184
RE2-OB,emailservice,disk,2,0.5,latency_topk,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.24009760223201915
RE2-OB,emailservice,disk,2,0.5,random,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.5002478941151882
RE2-OB,emailservice,disk,2,0.5,service_aware_abnormality,0.6,0.0,1.0,1.0,0.251626114189352,0.50003989467805,0.24559015811756013
RE2-OB,emailservice,disk,2,1.0,abnormality_service_diversity,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,abnormality_topk,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,coverage_aware,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,early_window,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,late_window,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,latency_service_diversity,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,latency_topk,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,random,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,2,1.0,service_aware_abnormality,0.6,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,0.05,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.426973771801358,0.9500345610743557,0.9170332333877946
RE2-OB,emailservice,disk,3,0.05,abnormality_topk,0.4,0.0,0.0,1.0,0.426973771801358,0.9500345610743557,0.9165604371270745
RE2-OB,emailservice,disk,3,0.05,coverage_aware,0.6,0.0,1.0,1.0,0.426973771801358,0.9500345610743557,0.9090794836346662
RE2-OB,emailservice,disk,3,0.05,early_window,0.6,0.0,1.0,1.0,0.426973771801358,0.9500345610743557,0.9515174366064001
RE2-OB,emailservice,disk,3,0.05,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.426973771801358,0.9500345610743557,0.9086246416623277
RE2-OB,emailservice,disk,3,0.05,late_window,0.8,0.0,1.0,1.0,0.426973771801358,0.9500345610743557,0.9517029642530118
RE2-OB,emailservice,disk,3,0.05,latency_service_diversity,0.6,0.0,1.0,1.0,0.426973771801358,0.9500345610743557,0.9087682759693819
RE2-OB,emailservice,disk,3,0.05,latency_topk,0.6,0.0,1.0,1.0,0.426973771801358,0.9500345610743557,0.9080441196713168
RE2-OB,emailservice,disk,3,0.05,random,0.56,0.0,0.6,0.9,0.42697377180135804,0.9500345610743557,0.9505161857909762
RE2-OB,emailservice,disk,3,0.05,service_aware_abnormality,0.4,0.0,0.0,1.0,0.426973771801358,0.9500345610743557,0.9165604371270745
RE2-OB,emailservice,disk,3,0.1,abnormality_service_diversity,0.4,0.0,0.0,1.0,0.4044734389561976,0.8999703762219808,0.8431214128828004
RE2-OB,emailservice,disk,3,0.1,abnormality_topk,0.4,0.0,0.0,1.0,0.4044734389561976,0.8999703762219808,0.8431214128828004
RE2-OB,emailservice,disk,3,0.1,coverage_aware,0.6,0.0,1.0,1.0,0.4044734389561976,0.8999703762219808,0.8221867126296449
RE2-OB,emailservice,disk,3,0.1,early_window,0.2,0.0,0.0,1.0,0.4044734389561976,0.8999703762219808,0.902813436989425
RE2-OB,emailservice,disk,3,0.1,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.4044734389561976,0.8999703762219808,0.8272198981393373
RE2-OB,emailservice,disk,3,0.1,late_window,0.8,0.0,1.0,1.0,0.4044734389561976,0.8999703762219808,0.9000185527646611
RE2-OB,emailservice,disk,3,0.1,latency_service_diversity,0.6,0.0,1.0,1.0,0.4044734389561976,0.8999703762219808,0.8219353525923
RE2-OB,emailservice,disk,3,0.1,latency_topk,0.6,0.0,1.0,1.0,0.4044734389561976,0.8999703762219808,0.8211513486662956
RE2-OB,emailservice,disk,3,0.1,random,0.66,0.0,0.9,0.9,0.4044734389561976,0.899970376221981,0.9005236667444686
RE2-OB,emailservice,disk,3,0.1,service_aware_abnormality,0.4,0.0,0.0,1.0,0.4044734389561976,0.8999703762219808,0.8431214128828004
RE2-OB,emailservice,disk,3,0.25,abnormality_service_diversity,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.5954300351305576
RE2-OB,emailservice,disk,3,0.25,abnormality_topk,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.5954300351305576
RE2-OB,emailservice,disk,3,0.25,coverage_aware,0.8,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.5835203571706435
RE2-OB,emailservice,disk,3,0.25,early_window,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.752895129001562
RE2-OB,emailservice,disk,3,0.25,hybrid_abnormality_latency,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.5875660568193379
RE2-OB,emailservice,disk,3,0.25,late_window,0.8,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.749220484646091
RE2-OB,emailservice,disk,3,0.25,latency_service_diversity,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.586584555721134
RE2-OB,emailservice,disk,3,0.25,latency_topk,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.5859262318138021
RE2-OB,emailservice,disk,3,0.25,random,0.8,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.7506430627622074
RE2-OB,emailservice,disk,3,0.25,service_aware_abnormality,0.6,0.0,1.0,1.0,0.33706119913016463,0.7499753135183174,0.5954300351305576
RE2-OB,emailservice,disk,3,0.5,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.2511146620703688
RE2-OB,emailservice,disk,3,0.5,abnormality_topk,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.2511146620703688
RE2-OB,emailservice,disk,3,0.5,coverage_aware,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.22698409848525658
RE2-OB,emailservice,disk,3,0.5,early_window,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.5051498883841739
RE2-OB,emailservice,disk,3,0.5,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.22348899701360336
RE2-OB,emailservice,disk,3,0.5,late_window,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.49482617256465045
RE2-OB,emailservice,disk,3,0.5,latency_service_diversity,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.24607549179788257
RE2-OB,emailservice,disk,3,0.5,latency_topk,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.2455368631464292
RE2-OB,emailservice,disk,3,0.5,random,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.5017738836921198
RE2-OB,emailservice,disk,3,0.5,service_aware_abnormality,0.8,0.0,1.0,1.0,0.224692672968535,0.49995062703663473,0.2511146620703688
RE2-OB,emailservice,disk,3,1.0,abnormality_service_diversity,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,abnormality_topk,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,coverage_aware,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,early_window,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,hybrid_abnormality_latency,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,late_window,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,latency_service_diversity,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,latency_topk,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,random,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,disk,3,1.0,service_aware_abnormality,0.8,0.0,1.0,1.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,0.05,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9197292920303615
RE2-OB,emailservice,loss,1,0.05,abnormality_topk,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9191394466836722
RE2-OB,emailservice,loss,1,0.05,coverage_aware,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9117198131121586
RE2-OB,emailservice,loss,1,0.05,early_window,0.4,0.0,0.0,1.0,0.47126046136199495,0.9499871542348206,0.9500545865649788
RE2-OB,emailservice,loss,1,0.05,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9138877534653415
RE2-OB,emailservice,loss,1,0.05,late_window,0.6,0.0,1.0,1.0,0.47126046136199495,0.9499871542348206,0.94963548592391
RE2-OB,emailservice,loss,1,0.05,latency_service_diversity,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9160712160644897
RE2-OB,emailservice,loss,1,0.05,latency_topk,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9154348039799038
RE2-OB,emailservice,loss,1,0.05,random,0.08,0.0,0.0,0.3,0.47126046136199495,0.9499871542348206,0.950696172731553
RE2-OB,emailservice,loss,1,0.05,service_aware_abnormality,0.0,0.0,0.0,0.0,0.47126046136199495,0.9499871542348206,0.9191394466836722
RE2-OB,emailservice,loss,1,0.1,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8452121632319386
RE2-OB,emailservice,loss,1,0.1,abnormality_topk,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8447568440169503
RE2-OB,emailservice,loss,1,0.1,coverage_aware,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8339430126609786
RE2-OB,emailservice,loss,1,0.1,early_window,0.2,0.0,0.0,1.0,0.4464505713921577,0.8999743084696412,0.9016769199724739
RE2-OB,emailservice,loss,1,0.1,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8323442213265311
RE2-OB,emailservice,loss,1,0.1,late_window,0.2,0.0,0.0,1.0,0.4464505713921577,0.8999743084696412,0.8988466971247626
RE2-OB,emailservice,loss,1,0.1,latency_service_diversity,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8291466386576362
RE2-OB,emailservice,loss,1,0.1,latency_topk,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8284481375891882
RE2-OB,emailservice,loss,1,0.1,random,0.02,0.0,0.0,0.1,0.4464505713921577,0.8999743084696412,0.9013240475808579
RE2-OB,emailservice,loss,1,0.1,service_aware_abnormality,0.0,0.0,0.0,0.0,0.4464505713921577,0.8999743084696412,0.8447568440169503
RE2-OB,emailservice,loss,1,0.25,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5913510045480181
RE2-OB,emailservice,loss,1,0.25,abnormality_topk,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5912061302523399
RE2-OB,emailservice,loss,1,0.25,coverage_aware,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5823067092321145
RE2-OB,emailservice,loss,1,0.25,early_window,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.7532014632303863
RE2-OB,emailservice,loss,1,0.25,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5820635273786549
RE2-OB,emailservice,loss,1,0.25,late_window,0.2,0.0,0.0,1.0,0.3720633841709503,0.7500214096086324,0.7456110849532522
RE2-OB,emailservice,loss,1,0.25,latency_service_diversity,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5800922021410351
RE2-OB,emailservice,loss,1,0.25,latency_topk,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5794661382204263
RE2-OB,emailservice,loss,1,0.25,random,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.7501663467359304
RE2-OB,emailservice,loss,1,0.25,service_aware_abnormality,0.0,0.0,0.0,0.0,0.3720633841709503,0.7500214096086324,0.5912061302523399
RE2-OB,emailservice,loss,1,0.5,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.23589157193784893
RE2-OB,emailservice,loss,1,0.5,abnormality_topk,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.23577774213410185
RE2-OB,emailservice,loss,1,0.5,coverage_aware,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.23205757718436804
RE2-OB,emailservice,loss,1,0.5,early_window,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.5048972686021183
RE2-OB,emailservice,loss,1,0.5,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.2328336894826435
RE2-OB,emailservice,loss,1,0.5,late_window,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.49522173528361735
RE2-OB,emailservice,loss,1,0.5,latency_service_diversity,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.2306916195394032
RE2-OB,emailservice,loss,1,0.5,latency_topk,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.2301172964386794
RE2-OB,emailservice,loss,1,0.5,random,0.0,0.0,0.0,0.0,0.2480564170100684,0.5000428192172648,0.4993144341365233
RE2-OB,emailservice,loss,1,0.5,service_aware_abnormality,0.0,0.0,0.0,0.0,0.24805641701006842,0.5000428192172648,0.23577774213410185
RE2-OB,emailservice,loss,1,1.0,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,abnormality_topk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,coverage_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,early_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,late_window,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,latency_service_diversity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,latency_topk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,1,1.0,service_aware_abnormality,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RE2-OB,emailservice,loss,2,0.05,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.9211395500647914
RE2-OB,emailservice,loss,2,0.05,abnormality_topk,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.920515993257792
RE2-OB,emailservice,loss,2,0.05,coverage_aware,0.0,0.0,0.0,0.0,0.47528793695696103,0.9500080762397027,0.9101785905667547
RE2-OB,emailservice,loss,2,0.05,early_window,0.4,0.0,0.0,1.0,0.47536876136593254,0.9500080762397027,0.949623430147023
RE2-OB,emailservice,loss,2,0.05,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.9096427214357395
RE2-OB,emailservice,loss,2,0.05,late_window,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.9483665734579148
RE2-OB,emailservice,loss,2,0.05,latency_service_diversity,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.9098521975505909
RE2-OB,emailservice,loss,2,0.05,latency_topk,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.9090971092296151
RE2-OB,emailservice,loss,2,0.05,random,0.16,0.0,0.0,0.8,0.475259648413821,0.9500080762397027,0.9496497364498182
RE2-OB,emailservice,loss,2,0.05,service_aware_abnormality,0.0,0.0,0.0,0.0,0.4752475247524752,0.9500080762397027,0.920515993257792
RE2-OB,emailservice,loss,2,0.1,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.4502323701757931,0.9000161524794056,0.8440523397994875
RE2-OB,emailservice,loss,2,0.1,abnormality_topk,0.0,0.0,0.0,0.0,0.4502323701757931,0.9000161524794056,0.8438379921470814
RE2-OB,emailservice,loss,2,0.1,coverage_aware,0.2,0.0,0.0,1.0,0.4502727823802788,0.9000161524794056,0.8279616512563696
RE2-OB,emailservice,loss,2,0.1,early_window,0.2,0.0,0.0,1.0,0.4503536067892504,0.9000161524794056,0.8995829963853191
RE2-OB,emailservice,loss,2,0.1,hybrid_abnormality_latency,0.0,0.0,0.0,0.0,0.4502727823802788,0.9000161524794056,0.8298956516655787
RE2-OB,emailservice,loss,2,0.1,late_window,0.2,0.0,0.0,1.0,0.4502323701757931,0.9000161524794056,0.8990568703294134
RE2-OB,emailservice,loss,2,0.1,latency_service_diversity,0.0,0.0,0.0,0.0,0.4502323701757931,0.9000161524794056,0.8233336905794206
RE2-OB,emailservice,loss,2,0.1,latency_topk,0.0,0.0,0.0,0.0,0.4502323701757931,0.9000161524794056,0.8226273176339917
RE2-OB,emailservice,loss,2,0.1,random,0.14,0.0,0.0,0.7,0.45025257627803594,0.9000161524794056,0.8999556690082524
RE2-OB,emailservice,loss,2,0.1,service_aware_abnormality,0.0,0.0,0.0,0.0,0.4502323701757931,0.9000161524794056,0.8438379921470814
RE2-OB,emailservice,loss,2,0.25,abnormality_service_diversity,0.0,0.0,0.0,0.0,0.3751869064457466,0.7499596188014861,0.6003877743893528
RE2-OB,emailservice,loss,2,0.25,abnormality_topk,0.0,0.0,0.0,0.0,0.3751869064457466,0.7499596188014861,0.6002513713378217
RE2-OB,emailservice,loss,2,0.25,coverage_aware,0.2,0.0,0.0,1.0,0.3751869064457466,0.7499596188014861,0.5868546430624434
RE2-OB,emailservice,loss,2,0.25,early_window,0.2,0.0,0.0,1.0,0.3752677308547181,0.7499596188014861,0.7493399066613404
RE2-OB,emailservice,loss,2,0.25,hybrid_abnormality_latency,0.2,0.0,0.0,1.0,0.3751869064457466,0.7499596188014861,0.5912487699367674
RE2-OB,emailservice,loss,2,0.25,late_window,0.0,0.0,0.0,0.0,0.3751464942412609,0.7499596188014861,0.7480148484464666
