dataset,service,fault,instance,budget_type,policy,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,full_anomalous_span_count,kept_trace_count,kept_anomalous_trace_count,kept_anomalous_span_count
RE2-OB,emailservice,loss,2,trace_fraction,random,0.1,0.0,0.0,0.0,0.0,24745,12382,205274,13603,1238,20645
RE2-OB,emailservice,loss,2,trace_fraction,random,0.25,0.0,0.0,0.0,0.0,24745,12382,205274,15461,3096,51755
RE2-OB,emailservice,loss,2,trace_fraction,random,0.5,0.0,0.0,0.0,0.0,24745,12382,205274,18556,6191,103103
RE2-OB,emailservice,loss,2,trace_fraction,random,1.0,0.0,0.0,0.0,0.0,24745,12382,205274,24745,12382,205274
RE2-OB,emailservice,loss,2,trace_fraction,abnormality_topk,0.1,0.0,0.0,0.0,0.0,24745,12382,205274,13604,1238,32056
RE2-OB,emailservice,loss,2,trace_fraction,abnormality_topk,0.25,0.0,0.0,0.0,0.0,24745,12382,205274,15461,3096,82058
RE2-OB,emailservice,loss,2,trace_fraction,abnormality_topk,0.5,0.0,0.0,0.0,0.0,24745,12382,205274,18555,6191,152676
RE2-OB,emailservice,loss,2,trace_fraction,abnormality_topk,1.0,0.0,0.0,0.0,0.0,24745,12382,205274,24745,12382,205274
RE2-OB,emailservice,loss,2,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,0.0,0.0,24745,12382,205274,13604,1238,32056
RE2-OB,emailservice,loss,2,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,0.0,0.0,24745,12382,205274,15461,3096,82058
RE2-OB,emailservice,loss,2,trace_fraction,service_aware_abnormality,0.5,0.0,0.0,0.0,0.0,24745,12382,205274,18555,6191,152676
RE2-OB,emailservice,loss,2,trace_fraction,service_aware_abnormality,1.0,0.0,0.0,0.0,0.0,24745,12382,205274,24745,12382,205274
RE2-OB,emailservice,loss,2,span_fraction,random,0.1,0.0,0.0,0.0,0.0,24745,12382,205274,13600,1235,20527
RE2-OB,emailservice,loss,2,span_fraction,random,0.25,0.0,0.0,0.0,0.0,24745,12382,205274,15439,3074,51318
RE2-OB,emailservice,loss,2,span_fraction,random,0.5,0.0,0.0,0.0,0.0,24745,12382,205274,18533,6168,102637
RE2-OB,emailservice,loss,2,span_fraction,random,1.0,0.0,0.0,0.0,0.0,24745,12382,205274,24745,12382,205274
RE2-OB,emailservice,loss,2,span_fraction,abnormality_topk,0.1,0.0,0.0,0.0,0.0,24745,12382,205274,13166,800,20527
RE2-OB,emailservice,loss,2,span_fraction,abnormality_topk,0.25,0.0,0.0,0.0,0.0,24745,12382,205274,14291,1925,51318
RE2-OB,emailservice,loss,2,span_fraction,abnormality_topk,0.5,0.0,0.0,0.0,0.0,24745,12382,205274,16398,4033,102637
RE2-OB,emailservice,loss,2,span_fraction,abnormality_topk,1.0,0.0,0.0,0.0,0.0,24745,12382,205274,24745,12382,205274
RE2-OB,emailservice,loss,2,span_fraction,service_aware_abnormality,0.1,0.0,0.0,0.0,0.0,24745,12382,205274,13166,800,20527
RE2-OB,emailservice,loss,2,span_fraction,service_aware_abnormality,0.25,0.0,0.0,0.0,0.0,24745,12382,205274,14291,1925,51318
RE2-OB,emailservice,loss,2,span_fraction,service_aware_abnormality,0.5,0.0,0.0,0.0,0.0,24745,12382,205274,16398,4033,102637
RE2-OB,emailservice,loss,2,span_fraction,service_aware_abnormality,1.0,0.0,0.0,0.0,0.0,24745,12382,205274,24745,12382,205274
RE2-OB,emailservice,loss,3,trace_fraction,random,0.1,0.0,1.0,1.0,0.6,24554,12199,200641,13575,1220,19278
RE2-OB,emailservice,loss,3,trace_fraction,random,0.25,0.0,1.0,1.0,0.6,24554,12199,200641,15405,3050,49308
RE2-OB,emailservice,loss,3,trace_fraction,random,0.5,0.0,1.0,1.0,0.6,24554,12199,200641,18455,6100,99867
RE2-OB,emailservice,loss,3,trace_fraction,random,1.0,0.0,1.0,1.0,0.6,24554,12199,200641,24554,12199,200641
RE2-OB,emailservice,loss,3,trace_fraction,abnormality_topk,0.1,0.0,0.0,0.0,0.0,24554,12199,200641,13575,1220,31592
RE2-OB,emailservice,loss,3,trace_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.2,24554,12199,200641,15405,3050,79722
RE2-OB,emailservice,loss,3,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24554,12199,200641,18455,6100,149258
RE2-OB,emailservice,loss,3,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24554,12199,200641,24554,12199,200641
RE2-OB,emailservice,loss,3,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,0.0,0.0,24554,12199,200641,13575,1220,31592
RE2-OB,emailservice,loss,3,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.2,24554,12199,200641,15405,3050,79722
RE2-OB,emailservice,loss,3,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24554,12199,200641,18455,6100,149258
RE2-OB,emailservice,loss,3,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24554,12199,200641,24554,12199,200641
RE2-OB,emailservice,loss,3,span_fraction,random,0.1,0.0,1.0,1.0,0.6,24554,12199,200641,13624,1269,20064
RE2-OB,emailservice,loss,3,span_fraction,random,0.25,0.0,1.0,1.0,0.6,24554,12199,200641,15456,3101,50160
RE2-OB,emailservice,loss,3,span_fraction,random,0.5,0.0,0.0,1.0,0.4,24554,12199,200641,18495,6140,100320
RE2-OB,emailservice,loss,3,span_fraction,random,1.0,0.0,1.0,1.0,0.6,24554,12199,200641,24554,12199,200641
RE2-OB,emailservice,loss,3,span_fraction,abnormality_topk,0.1,0.0,0.0,0.0,0.0,24554,12199,200641,13137,782,20064
RE2-OB,emailservice,loss,3,span_fraction,abnormality_topk,0.25,0.0,0.0,0.0,0.0,24554,12199,200641,14254,1899,50160
RE2-OB,emailservice,loss,3,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24554,12199,200641,16345,3990,100320
RE2-OB,emailservice,loss,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24554,12199,200641,24554,12199,200641
RE2-OB,emailservice,loss,3,span_fraction,service_aware_abnormality,0.1,0.0,0.0,0.0,0.0,24554,12199,200641,13137,782,20064
RE2-OB,emailservice,loss,3,span_fraction,service_aware_abnormality,0.25,0.0,0.0,0.0,0.0,24554,12199,200641,14254,1899,50160
RE2-OB,emailservice,loss,3,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24554,12199,200641,16345,3990,100320
RE2-OB,emailservice,loss,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24554,12199,200641,24554,12199,200641
RE2-OB,emailservice,mem,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.6,24544,12182,201684,13582,1218,20553
RE2-OB,emailservice,mem,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.6,24544,12182,201684,15410,3046,50316
RE2-OB,emailservice,mem,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.6,24544,12182,201684,18455,6091,101364
RE2-OB,emailservice,mem,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.6,24544,12182,201684,24544,12182,201684
RE2-OB,emailservice,mem,1,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24544,12182,201684,13582,1218,32090
RE2-OB,emailservice,mem,1,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.6,24544,12182,201684,15410,3046,81255
RE2-OB,emailservice,mem,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24544,12182,201684,18453,6091,147812
RE2-OB,emailservice,mem,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24544,12182,201684,24544,12182,201684
RE2-OB,emailservice,mem,1,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24544,12182,201684,13582,1218,32090
RE2-OB,emailservice,mem,1,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.6,24544,12182,201684,15410,3046,81255
RE2-OB,emailservice,mem,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24544,12182,201684,18453,6091,147812
RE2-OB,emailservice,mem,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24544,12182,201684,24544,12182,201684
RE2-OB,emailservice,mem,1,span_fraction,random,0.1,0.0,1.0,1.0,0.6,24544,12182,201684,13577,1213,20168
RE2-OB,emailservice,mem,1,span_fraction,random,0.25,0.0,1.0,1.0,0.6,24544,12182,201684,15433,3069,50421
RE2-OB,emailservice,mem,1,span_fraction,random,0.5,0.0,1.0,1.0,0.6,24544,12182,201684,18421,6057,100842
RE2-OB,emailservice,mem,1,span_fraction,random,1.0,0.0,1.0,1.0,0.6,24544,12182,201684,24544,12182,201684
RE2-OB,emailservice,mem,1,span_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24544,12182,201684,13108,744,20168
RE2-OB,emailservice,mem,1,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.6,24544,12182,201684,14254,1890,50421
RE2-OB,emailservice,mem,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24544,12182,201684,16236,3873,100842
RE2-OB,emailservice,mem,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24544,12182,201684,24544,12182,201684
RE2-OB,emailservice,mem,1,span_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24544,12182,201684,13108,744,20168
RE2-OB,emailservice,mem,1,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.6,24544,12182,201684,14254,1890,50421
RE2-OB,emailservice,mem,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24544,12182,201684,16236,3873,100842
RE2-OB,emailservice,mem,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24544,12182,201684,24544,12182,201684
RE2-OB,emailservice,mem,2,trace_fraction,random,0.1,0.0,0.0,1.0,0.4,24620,12301,203114,13549,1230,19656
RE2-OB,emailservice,mem,2,trace_fraction,random,0.25,0.0,0.0,1.0,0.4,24620,12301,203114,15394,3075,49965
RE2-OB,emailservice,mem,2,trace_fraction,random,0.5,0.0,0.0,1.0,0.4,24620,12301,203114,18469,6150,100578
RE2-OB,emailservice,mem,2,trace_fraction,random,1.0,0.0,0.0,1.0,0.4,24620,12301,203114,24620,12301,203114
RE2-OB,emailservice,mem,2,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24620,12301,203114,13549,1230,32571
RE2-OB,emailservice,mem,2,trace_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.4,24620,12301,203114,15394,3075,80880
RE2-OB,emailservice,mem,2,trace_fraction,abnormality_topk,0.5,0.0,0.0,1.0,0.4,24620,12301,203114,18469,6150,153177
RE2-OB,emailservice,mem,2,trace_fraction,abnormality_topk,1.0,0.0,0.0,1.0,0.4,24620,12301,203114,24620,12301,203114
RE2-OB,emailservice,mem,2,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24620,12301,203114,13549,1230,32571
RE2-OB,emailservice,mem,2,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.4,24620,12301,203114,15394,3075,80880
RE2-OB,emailservice,mem,2,trace_fraction,service_aware_abnormality,0.5,0.0,0.0,1.0,0.4,24620,12301,203114,18469,6150,153177
RE2-OB,emailservice,mem,2,trace_fraction,service_aware_abnormality,1.0,0.0,0.0,1.0,0.4,24620,12301,203114,24620,12301,203114
RE2-OB,emailservice,mem,2,span_fraction,random,0.1,0.0,0.0,1.0,0.4,24620,12301,203114,13599,1280,20311
RE2-OB,emailservice,mem,2,span_fraction,random,0.25,0.0,0.0,1.0,0.4,24620,12301,203114,15453,3134,50778
RE2-OB,emailservice,mem,2,span_fraction,random,0.5,0.0,0.0,1.0,0.4,24620,12301,203114,18532,6213,101557
RE2-OB,emailservice,mem,2,span_fraction,random,1.0,0.0,0.0,1.0,0.4,24620,12301,203114,24620,12301,203114
RE2-OB,emailservice,mem,2,span_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24620,12301,203114,13048,729,20311
RE2-OB,emailservice,mem,2,span_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.4,24620,12301,203114,14255,1936,50778
RE2-OB,emailservice,mem,2,span_fraction,abnormality_topk,0.5,0.0,0.0,1.0,0.4,24620,12301,203114,16283,3964,101557
RE2-OB,emailservice,mem,2,span_fraction,abnormality_topk,1.0,0.0,0.0,1.0,0.4,24620,12301,203114,24620,12301,203114
RE2-OB,emailservice,mem,2,span_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24620,12301,203114,13048,729,20311
RE2-OB,emailservice,mem,2,span_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.4,24620,12301,203114,14255,1936,50778
RE2-OB,emailservice,mem,2,span_fraction,service_aware_abnormality,0.5,0.0,0.0,1.0,0.4,24620,12301,203114,16283,3964,101557
RE2-OB,emailservice,mem,2,span_fraction,service_aware_abnormality,1.0,0.0,0.0,1.0,0.4,24620,12301,203114,24620,12301,203114
RE2-OB,emailservice,mem,3,trace_fraction,random,0.1,0.0,0.0,0.0,0.0,24367,12138,193385,13444,1214,19096
RE2-OB,emailservice,mem,3,trace_fraction,random,0.25,0.0,0.0,1.0,0.4,24367,12138,193385,15264,3034,47551
RE2-OB,emailservice,mem,3,trace_fraction,random,0.5,0.0,0.0,1.0,0.4,24367,12138,193385,18299,6069,96324
RE2-OB,emailservice,mem,3,trace_fraction,random,1.0,0.0,0.0,1.0,0.4,24367,12138,193385,24367,12138,193385
RE2-OB,emailservice,mem,3,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.2,24367,12138,193385,13444,1214,30809
RE2-OB,emailservice,mem,3,trace_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.2,24367,12138,193385,15263,3034,76944
RE2-OB,emailservice,mem,3,trace_fraction,abnormality_topk,0.5,0.0,0.0,1.0,0.4,24367,12138,193385,18298,6069,144742
RE2-OB,emailservice,mem,3,trace_fraction,abnormality_topk,1.0,0.0,0.0,1.0,0.4,24367,12138,193385,24367,12138,193385
RE2-OB,emailservice,mem,3,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.2,24367,12138,193385,13444,1214,30809
RE2-OB,emailservice,mem,3,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.2,24367,12138,193385,15263,3034,76944
RE2-OB,emailservice,mem,3,trace_fraction,service_aware_abnormality,0.5,0.0,0.0,1.0,0.4,24367,12138,193385,18298,6069,144742
RE2-OB,emailservice,mem,3,trace_fraction,service_aware_abnormality,1.0,0.0,0.0,1.0,0.4,24367,12138,193385,24367,12138,193385
RE2-OB,emailservice,mem,3,span_fraction,random,0.1,0.0,0.0,0.0,0.0,24367,12138,193385,13471,1241,19338
RE2-OB,emailservice,mem,3,span_fraction,random,0.25,0.0,0.0,1.0,0.4,24367,12138,193385,15316,3086,48346
RE2-OB,emailservice,mem,3,span_fraction,random,0.5,0.0,0.0,1.0,0.4,24367,12138,193385,18320,6090,96692
RE2-OB,emailservice,mem,3,span_fraction,random,1.0,0.0,0.0,1.0,0.4,24367,12138,193385,24367,12138,193385
RE2-OB,emailservice,mem,3,span_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24367,12138,193385,12968,738,19338
RE2-OB,emailservice,mem,3,span_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.4,24367,12138,193385,14148,1918,48346
RE2-OB,emailservice,mem,3,span_fraction,abnormality_topk,0.5,0.0,0.0,1.0,0.2,24367,12138,193385,16135,3906,96692
RE2-OB,emailservice,mem,3,span_fraction,abnormality_topk,1.0,0.0,0.0,1.0,0.4,24367,12138,193385,24367,12138,193385
RE2-OB,emailservice,mem,3,span_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24367,12138,193385,12968,738,19338
RE2-OB,emailservice,mem,3,span_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.4,24367,12138,193385,14148,1918,48346
RE2-OB,emailservice,mem,3,span_fraction,service_aware_abnormality,0.5,0.0,0.0,1.0,0.2,24367,12138,193385,16135,3906,96692
RE2-OB,emailservice,mem,3,span_fraction,service_aware_abnormality,1.0,0.0,0.0,1.0,0.4,24367,12138,193385,24367,12138,193385
RE2-OB,emailservice,socket,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.6,24861,12476,205337,13633,1248,21072
RE2-OB,emailservice,socket,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.6,24861,12476,205337,15504,3119,52007
RE2-OB,emailservice,socket,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.6,24861,12476,205337,18623,6238,103106
RE2-OB,emailservice,socket,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.6,24861,12476,205337,24861,12476,205337
RE2-OB,emailservice,socket,1,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24861,12476,205337,13633,1248,32600
RE2-OB,emailservice,socket,1,trace_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.2,24861,12476,205337,15504,3119,83015
RE2-OB,emailservice,socket,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24861,12476,205337,18623,6238,154364
RE2-OB,emailservice,socket,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24861,12476,205337,24861,12476,205337
RE2-OB,emailservice,socket,1,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24861,12476,205337,13633,1248,32600
RE2-OB,emailservice,socket,1,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.2,24861,12476,205337,15504,3119,83015
RE2-OB,emailservice,socket,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24861,12476,205337,18623,6238,154364
RE2-OB,emailservice,socket,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24861,12476,205337,24861,12476,205337
RE2-OB,emailservice,socket,1,span_fraction,random,0.1,0.0,1.0,1.0,0.6,24861,12476,205337,13609,1224,20534
RE2-OB,emailservice,socket,1,span_fraction,random,0.25,0.0,1.0,1.0,0.6,24861,12476,205337,15465,3080,51334
RE2-OB,emailservice,socket,1,span_fraction,random,0.5,0.0,1.0,1.0,0.6,24861,12476,205337,18603,6218,102668
RE2-OB,emailservice,socket,1,span_fraction,random,1.0,0.0,1.0,1.0,0.6,24861,12476,205337,24861,12476,205337
RE2-OB,emailservice,socket,1,span_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24861,12476,205337,13180,795,20534
RE2-OB,emailservice,socket,1,span_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.2,24861,12476,205337,14309,1924,51334
RE2-OB,emailservice,socket,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24861,12476,205337,16400,4015,102668
RE2-OB,emailservice,socket,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24861,12476,205337,24861,12476,205337
RE2-OB,emailservice,socket,1,span_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24861,12476,205337,13180,795,20534
RE2-OB,emailservice,socket,1,span_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.2,24861,12476,205337,14309,1924,51334
RE2-OB,emailservice,socket,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24861,12476,205337,16400,4015,102668
RE2-OB,emailservice,socket,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24861,12476,205337,24861,12476,205337
RE2-OB,emailservice,socket,2,trace_fraction,random,0.1,0.0,1.0,1.0,0.6,25065,12729,208147,13609,1273,20216
RE2-OB,emailservice,socket,2,trace_fraction,random,0.25,0.0,1.0,1.0,0.6,25065,12729,208147,15518,3182,52638
RE2-OB,emailservice,socket,2,trace_fraction,random,0.5,0.0,1.0,1.0,0.6,25065,12729,208147,18700,6364,104288
RE2-OB,emailservice,socket,2,trace_fraction,random,1.0,0.0,1.0,1.0,0.6,25065,12729,208147,25065,12729,208147
RE2-OB,emailservice,socket,2,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,25065,12729,208147,13609,1273,33016
RE2-OB,emailservice,socket,2,trace_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.6,25065,12729,208147,15518,3182,84156
RE2-OB,emailservice,socket,2,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,25065,12729,208147,18700,6364,156619
RE2-OB,emailservice,socket,2,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,25065,12729,208147,25065,12729,208147
RE2-OB,emailservice,socket,2,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,25065,12729,208147,13609,1273,33016
RE2-OB,emailservice,socket,2,trace_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.6,25065,12729,208147,15518,3182,84156
RE2-OB,emailservice,socket,2,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,25065,12729,208147,18700,6364,156619
RE2-OB,emailservice,socket,2,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,25065,12729,208147,25065,12729,208147
RE2-OB,emailservice,socket,2,span_fraction,random,0.1,0.0,1.0,1.0,0.6,25065,12729,208147,13654,1318,20815
RE2-OB,emailservice,socket,2,span_fraction,random,0.25,0.0,1.0,1.0,0.6,25065,12729,208147,15484,3148,52037
RE2-OB,emailservice,socket,2,span_fraction,random,0.5,0.0,1.0,1.0,0.6,25065,12729,208147,18697,6361,104074
RE2-OB,emailservice,socket,2,span_fraction,random,1.0,0.0,1.0,1.0,0.6,25065,12729,208147,25065,12729,208147
RE2-OB,emailservice,socket,2,span_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,25065,12729,208147,13146,810,20815
RE2-OB,emailservice,socket,2,span_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.2,25065,12729,208147,14291,1955,52037
RE2-OB,emailservice,socket,2,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,25065,12729,208147,16445,4109,104074
RE2-OB,emailservice,socket,2,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,25065,12729,208147,25065,12729,208147
RE2-OB,emailservice,socket,2,span_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,25065,12729,208147,13146,810,20815
RE2-OB,emailservice,socket,2,span_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.2,25065,12729,208147,14291,1955,52037
RE2-OB,emailservice,socket,2,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,25065,12729,208147,16445,4109,104074
RE2-OB,emailservice,socket,2,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,25065,12729,208147,25065,12729,208147
RE2-OB,emailservice,socket,3,trace_fraction,random,0.1,0.0,0.0,0.0,0.0,24698,12323,203579,13608,1232,20845
RE2-OB,emailservice,socket,3,trace_fraction,random,0.25,0.0,0.0,1.0,0.4,24698,12323,203579,15457,3081,51865
RE2-OB,emailservice,socket,3,trace_fraction,random,0.5,0.0,1.0,1.0,0.6,24698,12323,203579,18538,6162,102876
RE2-OB,emailservice,socket,3,trace_fraction,random,1.0,0.0,1.0,1.0,0.6,24698,12323,203579,24698,12323,203579
RE2-OB,emailservice,socket,3,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.2,24698,12323,203579,13608,1232,32091
RE2-OB,emailservice,socket,3,trace_fraction,abnormality_topk,0.25,0.0,0.0,0.0,0.0,24698,12323,203579,15457,3081,81756
RE2-OB,emailservice,socket,3,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.6,24698,12323,203579,18537,6162,152101
RE2-OB,emailservice,socket,3,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24698,12323,203579,24698,12323,203579
RE2-OB,emailservice,socket,3,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.2,24698,12323,203579,13608,1232,32091
RE2-OB,emailservice,socket,3,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,0.0,0.0,24698,12323,203579,15457,3081,81756
RE2-OB,emailservice,socket,3,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.6,24698,12323,203579,18537,6162,152101
RE2-OB,emailservice,socket,3,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24698,12323,203579,24698,12323,203579
RE2-OB,emailservice,socket,3,span_fraction,random,0.1,0.0,0.0,0.0,0.0,24698,12323,203579,13585,1209,20358
RE2-OB,emailservice,socket,3,span_fraction,random,0.25,0.0,0.0,1.0,0.4,24698,12323,203579,15405,3029,50895
RE2-OB,emailservice,socket,3,span_fraction,random,0.5,0.0,1.0,1.0,0.6,24698,12323,203579,18480,6104,101790
RE2-OB,emailservice,socket,3,span_fraction,random,1.0,0.0,1.0,1.0,0.6,24698,12323,203579,24698,12323,203579
RE2-OB,emailservice,socket,3,span_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.2,24698,12323,203579,13161,785,20358
RE2-OB,emailservice,socket,3,span_fraction,abnormality_topk,0.25,0.0,0.0,0.0,0.0,24698,12323,203579,14273,1897,50895
RE2-OB,emailservice,socket,3,span_fraction,abnormality_topk,0.5,0.0,0.0,0.0,0.0,24698,12323,203579,16387,4012,101790
RE2-OB,emailservice,socket,3,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.6,24698,12323,203579,24698,12323,203579
RE2-OB,emailservice,socket,3,span_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.2,24698,12323,203579,13161,785,20358
RE2-OB,emailservice,socket,3,span_fraction,service_aware_abnormality,0.25,0.0,0.0,0.0,0.0,24698,12323,203579,14273,1897,50895
RE2-OB,emailservice,socket,3,span_fraction,service_aware_abnormality,0.5,0.0,0.0,0.0,0.0,24698,12323,203579,16387,4012,101790
RE2-OB,emailservice,socket,3,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.6,24698,12323,203579,24698,12323,203579
RE2-OB,productcatalogservice,cpu,1,trace_fraction,random,0.1,0.0,0.0,1.0,0.2,24014,11903,193915,13303,1190,19249
RE2-OB,productcatalogservice,cpu,1,trace_fraction,random,0.25,0.0,0.0,1.0,0.2,24014,11903,193915,15089,2976,48391
RE2-OB,productcatalogservice,cpu,1,trace_fraction,random,0.5,0.0,0.0,1.0,0.2,24014,11903,193915,18065,5952,97855
RE2-OB,productcatalogservice,cpu,1,trace_fraction,random,1.0,0.0,0.0,1.0,0.2,24014,11903,193915,24014,11903,193915
RE2-OB,productcatalogservice,cpu,1,trace_fraction,abnormality_topk,0.1,0.0,0.0,1.0,0.4,24014,11903,193915,13303,1190,32620
RE2-OB,productcatalogservice,cpu,1,trace_fraction,abnormality_topk,0.25,0.0,0.0,1.0,0.4,24014,11903,193915,15089,2976,78165
RE2-OB,productcatalogservice,cpu,1,trace_fraction,abnormality_topk,0.5,0.0,0.0,1.0,0.2,24014,11903,193915,18065,5952,142829
RE2-OB,productcatalogservice,cpu,1,trace_fraction,abnormality_topk,1.0,0.0,0.0,1.0,0.2,24014,11903,193915,24014,11903,193915
RE2-OB,productcatalogservice,cpu,1,trace_fraction,service_aware_abnormality,0.1,0.0,0.0,1.0,0.4,24014,11903,193915,13303,1190,32620
RE2-OB,productcatalogservice,cpu,1,trace_fraction,service_aware_abnormality,0.25,0.0,0.0,1.0,0.4,24014,11903,193915,15089,2976,78165
RE2-OB,productcatalogservice,cpu,1,trace_fraction,service_aware_abnormality,0.5,0.0,0.0,1.0,0.2,24014,11903,193915,18065,5952,142829
