dataset,service,fault,instance,budget_type,policy,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,full_anomalous_span_count,kept_trace_count,kept_anomalous_trace_count,kept_anomalous_span_count
RE2-TT,ts-route-service,loss,1,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,5095,1819,370114,3409,131,185057
RE2-TT,ts-route-service,loss,1,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,5095,1819,370114,5095,1819,370114
RE2-TT,ts-route-service,loss,3,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6387,3168,320672,3537,317,31421
RE2-TT,ts-route-service,loss,3,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6387,3168,320672,4012,792,77670
RE2-TT,ts-route-service,loss,3,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6387,3168,320672,4804,1584,161226
RE2-TT,ts-route-service,loss,3,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6387,3168,320672,6387,3168,320672
RE2-TT,ts-route-service,loss,3,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6387,3168,320672,3538,317,78459
RE2-TT,ts-route-service,loss,3,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6387,3168,320672,4012,792,173874
RE2-TT,ts-route-service,loss,3,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6387,3168,320672,4804,1584,264278
RE2-TT,ts-route-service,loss,3,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6387,3168,320672,6387,3168,320672
RE2-TT,ts-route-service,loss,3,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6387,3168,320672,3538,317,77607
RE2-TT,ts-route-service,loss,3,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6387,3168,320672,4012,792,173110
RE2-TT,ts-route-service,loss,3,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6387,3168,320672,4804,1584,264278
RE2-TT,ts-route-service,loss,3,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6387,3168,320672,6387,3168,320672
RE2-TT,ts-route-service,loss,3,span_fraction,random,0.1,1.0,1.0,1.0,1.0,6387,3168,320672,3561,341,32067
RE2-TT,ts-route-service,loss,3,span_fraction,random,0.25,1.0,1.0,1.0,1.0,6387,3168,320672,4050,830,80168
RE2-TT,ts-route-service,loss,3,span_fraction,random,0.5,1.0,1.0,1.0,1.0,6387,3168,320672,4796,1576,160336
RE2-TT,ts-route-service,loss,3,span_fraction,random,1.0,1.0,1.0,1.0,1.0,6387,3168,320672,6387,3168,320672
RE2-TT,ts-route-service,loss,3,span_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6387,3168,320672,3342,121,32067
RE2-TT,ts-route-service,loss,3,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6387,3168,320672,3549,328,80168
RE2-TT,ts-route-service,loss,3,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6387,3168,320672,3944,724,160336
RE2-TT,ts-route-service,loss,3,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6387,3168,320672,6387,3168,320672
RE2-TT,ts-route-service,loss,3,span_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6387,3168,320672,3346,125,32067
RE2-TT,ts-route-service,loss,3,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6387,3168,320672,3557,336,80168
RE2-TT,ts-route-service,loss,3,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6387,3168,320672,3954,734,160336
RE2-TT,ts-route-service,loss,3,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6387,3168,320672,6387,3168,320672
RE2-TT,ts-route-service,loss,2,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6553,3219,441032,3656,322,44239
RE2-TT,ts-route-service,loss,2,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6553,3219,441032,4139,805,110455
RE2-TT,ts-route-service,loss,2,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6553,3219,441032,4944,1610,217128
RE2-TT,ts-route-service,loss,2,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6553,3219,441032,6553,3219,441032
RE2-TT,ts-route-service,loss,2,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6553,3219,441032,3656,322,105242
RE2-TT,ts-route-service,loss,2,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6553,3219,441032,4139,805,249597
RE2-TT,ts-route-service,loss,2,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6553,3219,441032,4944,1610,418227
RE2-TT,ts-route-service,loss,2,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6553,3219,441032,6553,3219,441032
RE2-TT,ts-route-service,loss,2,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6553,3219,441032,3656,322,104032
RE2-TT,ts-route-service,loss,2,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6553,3219,441032,4139,805,249206
RE2-TT,ts-route-service,loss,2,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6553,3219,441032,4944,1610,418227
RE2-TT,ts-route-service,loss,2,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6553,3219,441032,6553,3219,441032
RE2-TT,ts-route-service,loss,2,span_fraction,random,0.1,1.0,1.0,1.0,1.0,6553,3219,441032,3659,325,44103
RE2-TT,ts-route-service,loss,2,span_fraction,random,0.25,1.0,1.0,1.0,1.0,6553,3219,441032,4142,808,110258
RE2-TT,ts-route-service,loss,2,span_fraction,random,0.5,1.0,1.0,1.0,1.0,6553,3219,441032,4987,1653,220516
RE2-TT,ts-route-service,loss,2,span_fraction,random,1.0,1.0,1.0,1.0,1.0,6553,3219,441032,6553,3219,441032
RE2-TT,ts-route-service,loss,2,span_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6553,3219,441032,3457,123,44103
RE2-TT,ts-route-service,loss,2,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6553,3219,441032,3671,337,110258
RE2-TT,ts-route-service,loss,2,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6553,3219,441032,4020,686,220516
RE2-TT,ts-route-service,loss,2,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6553,3219,441032,6553,3219,441032
RE2-TT,ts-route-service,loss,2,span_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6553,3219,441032,3459,125,44103
RE2-TT,ts-route-service,loss,2,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6553,3219,441032,3675,341,110258
RE2-TT,ts-route-service,loss,2,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6553,3219,441032,4026,692,220516
RE2-TT,ts-route-service,loss,2,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6553,3219,441032,6553,3219,441032
RE2-TT,ts-route-service,mem,1,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,5698,2760,338202,3215,276,38437
RE2-TT,ts-route-service,mem,1,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,5698,2760,338202,3629,690,84206
RE2-TT,ts-route-service,mem,1,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,5698,2760,338202,4319,1380,165082
RE2-TT,ts-route-service,mem,1,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,5698,2760,338202,5698,2760,338202
RE2-TT,ts-route-service,mem,1,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,5698,2760,338202,3215,276,77144
RE2-TT,ts-route-service,mem,1,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,5698,2760,338202,3629,690,154887
RE2-TT,ts-route-service,mem,1,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,5698,2760,338202,4319,1380,287940
RE2-TT,ts-route-service,mem,1,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,5698,2760,338202,5698,2760,338202
RE2-TT,ts-route-service,mem,1,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,5698,2760,338202,3215,276,76126
RE2-TT,ts-route-service,mem,1,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,5698,2760,338202,3629,690,154021
RE2-TT,ts-route-service,mem,1,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,5698,2760,338202,4319,1380,287940
RE2-TT,ts-route-service,mem,1,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,5698,2760,338202,5698,2760,338202
RE2-TT,ts-route-service,mem,1,span_fraction,random,0.1,1.0,1.0,1.0,1.0,5698,2760,338202,3186,247,33820
RE2-TT,ts-route-service,mem,1,span_fraction,random,0.25,1.0,1.0,1.0,1.0,5698,2760,338202,3644,705,84550
RE2-TT,ts-route-service,mem,1,span_fraction,random,0.5,1.0,1.0,1.0,1.0,5698,2760,338202,4368,1429,169101
RE2-TT,ts-route-service,mem,1,span_fraction,random,1.0,1.0,1.0,1.0,1.0,5698,2760,338202,5698,2760,338202
RE2-TT,ts-route-service,mem,1,span_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,5698,2760,338202,3034,95,33820
RE2-TT,ts-route-service,mem,1,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,5698,2760,338202,3254,315,84550
RE2-TT,ts-route-service,mem,1,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,5698,2760,338202,3712,773,169101
RE2-TT,ts-route-service,mem,1,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,5698,2760,338202,5698,2760,338202
RE2-TT,ts-route-service,mem,1,span_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,5698,2760,338202,3038,99,33820
RE2-TT,ts-route-service,mem,1,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,5698,2760,338202,3261,322,84550
RE2-TT,ts-route-service,mem,1,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,5698,2760,338202,3715,776,169101
RE2-TT,ts-route-service,mem,1,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,5698,2760,338202,5698,2760,338202
RE2-TT,ts-route-service,mem,2,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6378,3118,325707,3573,312,33592
RE2-TT,ts-route-service,mem,2,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6378,3118,325707,4041,780,79614
RE2-TT,ts-route-service,mem,2,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6378,3118,325707,4820,1559,158424
RE2-TT,ts-route-service,mem,2,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6378,3118,325707,6378,3118,325707
RE2-TT,ts-route-service,mem,2,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6378,3118,325707,3573,312,92278
RE2-TT,ts-route-service,mem,2,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6378,3118,325707,4041,780,178466
RE2-TT,ts-route-service,mem,2,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6378,3118,325707,4820,1559,297271
RE2-TT,ts-route-service,mem,2,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6378,3118,325707,6378,3118,325707
RE2-TT,ts-route-service,mem,2,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6378,3118,325707,3573,312,91272
RE2-TT,ts-route-service,mem,2,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6378,3118,325707,4041,780,177922
RE2-TT,ts-route-service,mem,2,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6378,3118,325707,4820,1559,297289
RE2-TT,ts-route-service,mem,2,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6378,3118,325707,6378,3118,325707
RE2-TT,ts-route-service,mem,2,span_fraction,random,0.1,1.0,1.0,1.0,1.0,6378,3118,325707,3562,301,32571
RE2-TT,ts-route-service,mem,2,span_fraction,random,0.25,1.0,1.0,1.0,1.0,6378,3118,325707,4086,825,81427
RE2-TT,ts-route-service,mem,2,span_fraction,random,0.5,1.0,1.0,1.0,1.0,6378,3118,325707,4872,1611,162854
RE2-TT,ts-route-service,mem,2,span_fraction,random,1.0,1.0,1.0,1.0,1.0,6378,3118,325707,6378,3118,325707
RE2-TT,ts-route-service,mem,2,span_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6378,3118,325707,3352,91,32571
RE2-TT,ts-route-service,mem,2,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6378,3118,325707,3528,267,81427
RE2-TT,ts-route-service,mem,2,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6378,3118,325707,3959,698,162854
RE2-TT,ts-route-service,mem,2,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6378,3118,325707,6378,3118,325707
RE2-TT,ts-route-service,mem,2,span_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6378,3118,325707,3358,97,32571
RE2-TT,ts-route-service,mem,2,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6378,3118,325707,3534,273,81427
RE2-TT,ts-route-service,mem,2,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6378,3118,325707,3963,702,162854
RE2-TT,ts-route-service,mem,2,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6378,3118,325707,6378,3118,325707
RE2-TT,ts-route-service,mem,3,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6408,3155,377027,3570,316,43995
RE2-TT,ts-route-service,mem,3,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6408,3155,377027,4043,789,98859
RE2-TT,ts-route-service,mem,3,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6408,3155,377027,4832,1578,191637
RE2-TT,ts-route-service,mem,3,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6408,3155,377027,6408,3155,377027
RE2-TT,ts-route-service,mem,3,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6408,3155,377027,3570,316,91252
RE2-TT,ts-route-service,mem,3,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6408,3155,377027,4043,789,179434
RE2-TT,ts-route-service,mem,3,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6408,3155,377027,4832,1578,333729
RE2-TT,ts-route-service,mem,3,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6408,3155,377027,6408,3155,377027
RE2-TT,ts-route-service,mem,3,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6408,3155,377027,3570,316,90413
RE2-TT,ts-route-service,mem,3,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6408,3155,377027,4043,789,178574
RE2-TT,ts-route-service,mem,3,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6408,3155,377027,4832,1578,333729
RE2-TT,ts-route-service,mem,3,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6408,3155,377027,6408,3155,377027
RE2-TT,ts-route-service,mem,3,span_fraction,random,0.1,1.0,1.0,1.0,1.0,6408,3155,377027,3533,279,37703
RE2-TT,ts-route-service,mem,3,span_fraction,random,0.25,1.0,1.0,1.0,1.0,6408,3155,377027,4002,748,94257
RE2-TT,ts-route-service,mem,3,span_fraction,random,0.5,1.0,1.0,1.0,1.0,6408,3155,377027,4820,1566,188514
RE2-TT,ts-route-service,mem,3,span_fraction,random,1.0,1.0,1.0,1.0,1.0,6408,3155,377027,6408,3155,377027
RE2-TT,ts-route-service,mem,3,span_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6408,3155,377027,3354,100,37703
RE2-TT,ts-route-service,mem,3,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6408,3155,377027,3590,336,94257
RE2-TT,ts-route-service,mem,3,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6408,3155,377027,4094,840,188514
RE2-TT,ts-route-service,mem,3,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6408,3155,377027,6408,3155,377027
RE2-TT,ts-route-service,mem,3,span_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6408,3155,377027,3359,105,37703
RE2-TT,ts-route-service,mem,3,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6408,3155,377027,3594,340,94257
RE2-TT,ts-route-service,mem,3,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6408,3155,377027,4098,844,188514
RE2-TT,ts-route-service,mem,3,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6408,3155,377027,6408,3155,377027
RE2-TT,ts-route-service,socket,2,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6565,3314,344965,3583,331,34558
RE2-TT,ts-route-service,socket,2,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6565,3314,344965,4080,828,84256
RE2-TT,ts-route-service,socket,2,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6565,3314,344965,4909,1657,170034
RE2-TT,ts-route-service,socket,2,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6565,3314,344965,6565,3314,344965
RE2-TT,ts-route-service,socket,2,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6565,3314,344965,3583,331,78715
RE2-TT,ts-route-service,socket,2,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6565,3314,344965,4080,828,178208
RE2-TT,ts-route-service,socket,2,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6565,3314,344965,4908,1657,271587
RE2-TT,ts-route-service,socket,2,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6565,3314,344965,6565,3314,344965
RE2-TT,ts-route-service,socket,2,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6565,3314,344965,3583,331,77925
RE2-TT,ts-route-service,socket,2,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6565,3314,344965,4080,828,177794
RE2-TT,ts-route-service,socket,2,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6565,3314,344965,4908,1657,271587
RE2-TT,ts-route-service,socket,2,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6565,3314,344965,6565,3314,344965
RE2-TT,ts-route-service,socket,2,span_fraction,random,0.1,1.0,1.0,1.0,1.0,6565,3314,344965,3597,345,34496
RE2-TT,ts-route-service,socket,2,span_fraction,random,0.25,1.0,1.0,1.0,1.0,6565,3314,344965,4103,851,86241
RE2-TT,ts-route-service,socket,2,span_fraction,random,0.5,1.0,1.0,1.0,1.0,6565,3314,344965,4939,1687,172482
RE2-TT,ts-route-service,socket,2,span_fraction,random,1.0,1.0,1.0,1.0,1.0,6565,3314,344965,6565,3314,344965
RE2-TT,ts-route-service,socket,2,span_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6565,3314,344965,3376,124,34496
RE2-TT,ts-route-service,socket,2,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6565,3314,344965,3627,375,86241
RE2-TT,ts-route-service,socket,2,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6565,3314,344965,4068,816,172482
RE2-TT,ts-route-service,socket,2,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6565,3314,344965,6565,3314,344965
RE2-TT,ts-route-service,socket,2,span_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6565,3314,344965,3380,128,34496
RE2-TT,ts-route-service,socket,2,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6565,3314,344965,3635,383,86241
RE2-TT,ts-route-service,socket,2,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6565,3314,344965,4072,820,172482
RE2-TT,ts-route-service,socket,2,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6565,3314,344965,6565,3314,344965
RE2-TT,ts-route-service,socket,1,trace_fraction,random,0.1,0.0,1.0,1.0,0.8,6338,3080,749053,3568,308,78289
RE2-TT,ts-route-service,socket,1,trace_fraction,random,0.25,0.0,1.0,1.0,0.8,6338,3080,749053,4029,770,208420
RE2-TT,ts-route-service,socket,1,trace_fraction,random,0.5,0.0,1.0,1.0,0.8,6338,3080,749053,4799,1540,390294
RE2-TT,ts-route-service,socket,1,trace_fraction,random,1.0,0.0,1.0,1.0,0.8,6338,3080,749053,6338,3080,749053
RE2-TT,ts-route-service,socket,1,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6338,3080,749053,3568,308,101633
RE2-TT,ts-route-service,socket,1,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6338,3080,749053,4030,770,198377
RE2-TT,ts-route-service,socket,1,trace_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,6338,3080,749053,4800,1540,697134
RE2-TT,ts-route-service,socket,1,trace_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,6338,3080,749053,6338,3080,749053
RE2-TT,ts-route-service,socket,1,trace_fraction,service_aware_abnormality,0.1,1.0,1.0,1.0,1.0,6338,3080,749053,3568,308,100572
RE2-TT,ts-route-service,socket,1,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6338,3080,749053,4030,770,197528
RE2-TT,ts-route-service,socket,1,trace_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,6338,3080,749053,4800,1540,697097
RE2-TT,ts-route-service,socket,1,trace_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,6338,3080,749053,6338,3080,749053
RE2-TT,ts-route-service,socket,1,span_fraction,random,0.1,0.0,1.0,1.0,0.8,6338,3080,749053,3575,315,74905
RE2-TT,ts-route-service,socket,1,span_fraction,random,0.25,0.0,1.0,1.0,0.8,6338,3080,749053,4001,742,187263
RE2-TT,ts-route-service,socket,1,span_fraction,random,0.5,0.0,1.0,1.0,0.8,6338,3080,749053,4766,1507,374526
RE2-TT,ts-route-service,socket,1,span_fraction,random,1.0,0.0,1.0,1.0,0.8,6338,3080,749053,6338,3080,749053
RE2-TT,ts-route-service,socket,1,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.6,6338,3080,749053,3459,199,74905
RE2-TT,ts-route-service,socket,1,span_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6338,3080,749053,4011,751,187263
RE2-TT,ts-route-service,socket,1,span_fraction,abnormality_topk,0.5,0.0,1.0,1.0,0.8,6338,3080,749053,4550,1290,374526
RE2-TT,ts-route-service,socket,1,span_fraction,abnormality_topk,1.0,0.0,1.0,1.0,0.8,6338,3080,749053,6338,3080,749053
RE2-TT,ts-route-service,socket,1,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.6,6338,3080,749053,3464,204,74905
RE2-TT,ts-route-service,socket,1,span_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6338,3080,749053,4018,758,187263
RE2-TT,ts-route-service,socket,1,span_fraction,service_aware_abnormality,0.5,0.0,1.0,1.0,0.8,6338,3080,749053,4551,1291,374526
RE2-TT,ts-route-service,socket,1,span_fraction,service_aware_abnormality,1.0,0.0,1.0,1.0,0.8,6338,3080,749053,6338,3080,749053
RE2-TT,ts-route-service,socket,3,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6515,3142,388662,3688,314,40002
RE2-TT,ts-route-service,socket,3,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6515,3142,388662,4160,786,92684
RE2-TT,ts-route-service,socket,3,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6515,3142,388662,4945,1571,194323
RE2-TT,ts-route-service,socket,3,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6515,3142,388662,6515,3142,388662
RE2-TT,ts-route-service,socket,3,trace_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.8,6515,3142,388662,3688,314,93927
RE2-TT,ts-route-service,socket,3,trace_fraction,abnormality_topk,0.25,1.0,1.0,1.0,1.0,6515,3142,388662,4160,786,178082
RE2-TT,ts-route-service,socket,3,trace_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6515,3142,388662,4944,1571,323515
RE2-TT,ts-route-service,socket,3,trace_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6515,3142,388662,6515,3142,388662
RE2-TT,ts-route-service,socket,3,trace_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.8,6515,3142,388662,3688,314,93083
RE2-TT,ts-route-service,socket,3,trace_fraction,service_aware_abnormality,0.25,1.0,1.0,1.0,1.0,6515,3142,388662,4160,786,177244
RE2-TT,ts-route-service,socket,3,trace_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6515,3142,388662,4944,1571,323515
RE2-TT,ts-route-service,socket,3,trace_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6515,3142,388662,6515,3142,388662
RE2-TT,ts-route-service,socket,3,span_fraction,random,0.1,1.0,1.0,1.0,1.0,6515,3142,388662,3690,316,38866
RE2-TT,ts-route-service,socket,3,span_fraction,random,0.25,1.0,1.0,1.0,1.0,6515,3142,388662,4197,823,97166
RE2-TT,ts-route-service,socket,3,span_fraction,random,0.5,1.0,1.0,1.0,1.0,6515,3142,388662,4947,1573,194331
RE2-TT,ts-route-service,socket,3,span_fraction,random,1.0,1.0,1.0,1.0,1.0,6515,3142,388662,6515,3142,388662
RE2-TT,ts-route-service,socket,3,span_fraction,abnormality_topk,0.1,0.0,1.0,1.0,0.6,6515,3142,388662,3468,94,38866
RE2-TT,ts-route-service,socket,3,span_fraction,abnormality_topk,0.25,0.0,1.0,1.0,0.8,6515,3142,388662,3708,334,97166
RE2-TT,ts-route-service,socket,3,span_fraction,abnormality_topk,0.5,1.0,1.0,1.0,1.0,6515,3142,388662,4256,882,194331
RE2-TT,ts-route-service,socket,3,span_fraction,abnormality_topk,1.0,1.0,1.0,1.0,1.0,6515,3142,388662,6515,3142,388662
RE2-TT,ts-route-service,socket,3,span_fraction,service_aware_abnormality,0.1,0.0,1.0,1.0,0.6,6515,3142,388662,3473,99,38866
RE2-TT,ts-route-service,socket,3,span_fraction,service_aware_abnormality,0.25,0.0,1.0,1.0,0.8,6515,3142,388662,3713,339,97166
RE2-TT,ts-route-service,socket,3,span_fraction,service_aware_abnormality,0.5,1.0,1.0,1.0,1.0,6515,3142,388662,4263,889,194331
RE2-TT,ts-route-service,socket,3,span_fraction,service_aware_abnormality,1.0,1.0,1.0,1.0,1.0,6515,3142,388662,6515,3142,388662
RE2-TT,ts-train-service,cpu,2,trace_fraction,random,0.1,1.0,1.0,1.0,1.0,6629,3303,414091,3657,330,39897
RE2-TT,ts-train-service,cpu,2,trace_fraction,random,0.25,1.0,1.0,1.0,1.0,6629,3303,414091,4153,826,99910
RE2-TT,ts-train-service,cpu,2,trace_fraction,random,0.5,1.0,1.0,1.0,1.0,6629,3303,414091,4979,1652,206570
RE2-TT,ts-train-service,cpu,2,trace_fraction,random,1.0,1.0,1.0,1.0,1.0,6629,3303,414091,6629,3303,414091
RE2-TT,ts-train-service,cpu,2,trace_fraction,abnormality_topk,0.1,1.0,1.0,1.0,1.0,6629,3303,414091,3657,330,100307
