policy,budget,anchor_corruption,repetition,actual_anchor_corruption,avg_at_5,top1,top3,top5
full_reference,0.25,0.4,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.4,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.4,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.4,4,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.5,0,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.5,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.5,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.5,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.25,0.5,4,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.0,0,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.0,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.0,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.0,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.0,4,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.1,0,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.1,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.1,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.1,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.1,4,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.2,0,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.2,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.2,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.2,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.2,4,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.3,0,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.3,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.3,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.3,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.3,4,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.4,0,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.4,1,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.4,2,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
full_reference,0.5,0.4,3,0,0.34606741573033706,0.12808988764044943,0.35280898876404493,0.5516853932584269
