policy,budget,top1_mean,top1_std,avg5_mean,avg5_std,top3_mean,top3_std
random_multibudget,0.1,0.09977777777777777,0.005577733510227172,0.09977777777777777,0.005577733510227172,0.09977777777777777,0.005577733510227172
single_budget_random,0.1,0.09622222222222224,0.005533288710217217,0.09622222222222224,0.005533288710217217,0.09622222222222224,0.005533288710217217
