policy,budget,top1_mean,top1_std,avg5_mean,avg5_std,top3_mean,top3_std
random_multibudget,0.1,0.10511111111111111,0.011549381066439558,0.10511111111111111,0.011549381066439558,0.10511111111111111,0.011549381066439558
random_multibudget,0.25,0.11277777777777778,0.010583134860910776,0.2430888888888889,0.01618393926893667,0.29844444444444446,0.018835800486641525
random_multibudget,0.5,0.11722222222222223,0.006753549084744616,0.31344444444444447,0.0066964355934380935,0.3194444444444445,0.009431727094997658
single_budget_random,0.1,0.09577777777777778,0.007730012058189374,0.09577777777777778,0.007730012058189374,0.09577777777777778,0.007730012058189374
single_budget_random,0.25,0.11155555555555556,0.009445533706248937,0.24633333333333335,0.011410894128029465,0.3032222222222222,0.013265775349010906
single_budget_random,0.5,0.1212222222222222,0.008305715552362886,0.31837777777777776,0.011274380684009034,0.32233333333333336,0.013622884804541402
