policy,budget,top1_mean,top1_std,avg5_mean,avg5_std,top3_mean,top3_std
random_multibudget,0.1,0.10222222222222221,0.019531550923607713,0.10222222222222221,0.019531550923607713,0.10222222222222221,0.019531550923607713
random_multibudget,0.25,0.11444444444444445,0.0022222222222222227,0.2474074074074074,0.006013701776235495,0.3040740740740741,0.011129614223197564
random_multibudget,0.5,0.11370370370370371,0.011880751801737362,0.3103703703703704,0.005579208905970558,0.31777777777777777,0.012018504251546654
single_budget_random,0.1,0.09629629629629631,0.006789001029564211,0.09629629629629631,0.006789001029564211,0.09629629629629631,0.006789001029564211
single_budget_random,0.25,0.11259259259259259,0.012878028630158304,0.24637037037037038,0.005939336677155871,0.3040740740740741,0.002796234976026197
single_budget_random,0.5,0.12111111111111111,0.007777777777777784,0.32681481481481484,0.006671603110635675,0.3355555555555556,0.013099806802835099
