case_id,budget,fold,model,rank,top1,top3,top5,avg_at_5
redisservice2_memory_1627629714,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
redisservice2_memory_1627745580,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
redisservice2_memory_1627748697,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1625933400,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1626351000,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1626797400,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1626840600,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_memory_1625546136,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1626198054,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1626434165,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1626881411,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1627100569,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1627381040,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1627427700,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1627539698,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice1_memory_1627724870,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_file_move_1625501400,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_file_move_1626163800,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_file_move_1626869400,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_file_move_1627071001,0.25,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_memory_1625212312,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1625367620,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1625896703,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626097343,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626104516,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626204647,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626374035,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626506288,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627085325,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627119052,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627372277,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627459375,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627546421,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627570264,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627752181,0.25,1,hist_gradient_evidence,3,0,1,1,0.6
dbservice1_cpu_1627475651,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice1_cpu_1627509699,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
dbservice1_errno111_1626750606,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
dbservice1_memory_1625578885,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice1_memory_1625637896,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice1_memory_1625679820,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice1_memory_1625768540,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
dbservice1_memory_1626178789,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
dbservice1_memory_1626266259,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
dbservice1_memory_1626343595,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
dbservice1_memory_1626473914,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice1_memory_1626773615,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice1_memory_1627104046,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
dbservice1_memory_1627288593,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice1_memory_1627400139,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
dbservice2_memory_1625656892,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
dbservice2_memory_1625704892,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1625720058,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice2_memory_1625780540,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice2_memory_1626043439,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1626334718,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1626415344,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice2_memory_1626419131,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1626818990,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
dbservice2_memory_1626962039,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
dbservice2_memory_1626969117,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1627079656,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1627379165,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1627402075,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
dbservice2_memory_1627501550,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_cpu_1627596597,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1625298536,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1625360381,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1625874131,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626018993,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626102559,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626139037,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626218997,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626336834,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626541123,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626571662,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626608283,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1626865404,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1627170037,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1627228703,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1627299080,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1627477200,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
logservice1_memory_1627619594,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1627700223,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice1_memory_1627736494,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1625172320,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
logservice2_memory_1625379370,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1625518598,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1625530676,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1625617463,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1625794522,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
logservice2_memory_1625924296,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
logservice2_memory_1626922974,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1627052258,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1627353437,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1627567356,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1627648981,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
logservice2_memory_1627737420,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1625197067,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1625703099,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1625941772,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1626282681,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1626607827,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1626850195,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1626877506,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627163076,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627200697,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627219564,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627247170,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627279781,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627580206,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_memory_1627661901,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1625542705,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1625756698,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1625841247,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626040718,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626191632,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626491905,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626551052,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626632651,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626784630,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1626999263,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627157519,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627212755,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627466564,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627552119,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627607460,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627636467,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627666643,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice1_qr_expired_1627691008,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_errno111_1626752406,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_errno111_1626752504,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1625676811,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
mobservice2_memory_1625697606,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1625742099,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626030275,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626061939,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626132020,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626157765,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626198509,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626411067,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1626458752,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1627204060,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_memory_1627731436,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625152105,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625179967,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625242846,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625390816,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625553275,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625586485,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1625827086,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626027488,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626179787,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626516592,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626607755,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626763751,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626885208,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
mobservice2_qr_expired_1626999471,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
redisservice1_memory_1625420467,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
redisservice1_memory_1625473678,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice1_memory_1625816205,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
redisservice1_memory_1626014952,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
redisservice1_memory_1626851723,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
redisservice1_memory_1627002068,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
redisservice1_memory_1627213476,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
redisservice1_memory_1627512202,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice2_errno111_1626751801,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
redisservice2_memory_1625324488,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
redisservice2_memory_1625493529,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
redisservice2_memory_1625620800,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice2_memory_1625692590,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
redisservice2_memory_1625752669,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
redisservice2_memory_1626319731,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice2_memory_1626375654,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
redisservice2_memory_1626410429,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
redisservice2_memory_1627022600,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
redisservice2_memory_1627115108,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice2_memory_1627293263,0.5,1,hist_gradient_evidence,2,0,1,1,0.8
redisservice2_memory_1627629714,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice2_memory_1627745580,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
redisservice2_memory_1627748697,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
webservice1_file_move_1625933400,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1626351000,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1626797400,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_file_move_1626840600,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_memory_1625546136,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice1_memory_1626198054,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice1_memory_1626434165,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice1_memory_1626881411,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
webservice1_memory_1627100569,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice1_memory_1627381040,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice1_memory_1627427700,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice1_memory_1627539698,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice1_memory_1627724870,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
webservice2_file_move_1625501400,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_file_move_1626163800,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_file_move_1626869400,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_file_move_1627071001,0.5,1,hist_gradient_evidence,1,1,1,1,1.0
webservice2_memory_1625212312,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice2_memory_1625367620,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
webservice2_memory_1625896703,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626097343,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1626104516,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
webservice2_memory_1626204647,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice2_memory_1626374035,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice2_memory_1626506288,0.5,1,hist_gradient_evidence,4,0,0,1,0.4
webservice2_memory_1627085325,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627119052,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice2_memory_1627372277,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice2_memory_1627459375,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627546421,0.5,1,hist_gradient_evidence,3,0,1,1,0.6
webservice2_memory_1627570264,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
webservice2_memory_1627752181,0.5,1,hist_gradient_evidence,5,0,0,1,0.2
dbservice1_cpu_1627429585,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice1_memory_1625140467,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice1_memory_1625231603,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice1_memory_1625243441,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice1_memory_1625411468,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice1_memory_1625582957,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice1_memory_1625671282,0.25,2,deterministic_formula,2,0,1,1,0.8
dbservice1_memory_1625863841,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice1_memory_1627386311,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice1_memory_1627773523,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1625152223,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1625257548,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1625269953,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice2_memory_1625953237,0.25,2,deterministic_formula,2,0,1,1,0.8
dbservice2_memory_1626127184,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice2_memory_1626325390,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1626459595,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1626602315,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice2_memory_1626760761,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1626886884,0.25,2,deterministic_formula,3,0,1,1,0.6
dbservice2_memory_1627087394,0.25,2,deterministic_formula,2,0,1,1,0.8
dbservice2_memory_1627100858,0.25,2,deterministic_formula,1,1,1,1,1.0
dbservice2_memory_1627394588,0.25,2,deterministic_formula,2,0,1,1,0.8
dbservice2_memory_1627493621,0.25,2,deterministic_formula,2,0,1,1,0.8
dbservice2_memory_1627699210,0.25,2,deterministic_formula,1,1,1,1,1.0
logservice1_memory_1625285989,0.25,2,deterministic_formula,1,1,1,1,1.0
logservice1_memory_1625437325,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice1_memory_1625455375,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice1_memory_1625474243,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice1_memory_1625493602,0.25,2,deterministic_formula,1,1,1,1,1.0
logservice1_memory_1625673674,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice1_memory_1625737305,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice1_memory_1626069816,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice1_memory_1626086075,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice1_memory_1626391352,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice1_memory_1626575299,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice1_memory_1627144173,0.25,2,deterministic_formula,1,1,1,1,1.0
logservice1_memory_1627165561,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice1_memory_1627291476,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice1_memory_1627310265,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice2_memory_1625425518,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice2_memory_1625732122,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice2_memory_1626248439,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice2_memory_1626498816,0.25,2,deterministic_formula,2,0,1,1,0.8
logservice2_memory_1626880416,0.25,2,deterministic_formula,3,0,1,1,0.6
logservice2_memory_1627140613,0.25,2,deterministic_formula,1,1,1,1,1.0
logservice2_memory_1627227124,0.25,2,deterministic_formula,1,1,1,1,1.0
logservice2_memory_1627410703,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_errno111_1626752402,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_memory_1625224444,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_memory_1625353753,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_memory_1625379697,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_memory_1625667742,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_memory_1625832716,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_memory_1625901292,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_memory_1626023193,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_memory_1626027400,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_memory_1626159110,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_memory_1626488862,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_memory_1626635810,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_memory_1626773018,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_memory_1626933957,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_memory_1626937894,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_memory_1626954084,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1625210087,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_qr_expired_1625271564,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1625436871,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1625625195,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_qr_expired_1625794482,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_qr_expired_1625890187,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_qr_expired_1625930412,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1626008252,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1626821039,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1626917764,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_qr_expired_1626941760,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_qr_expired_1627135285,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice1_qr_expired_1627264132,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1627293860,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice1_qr_expired_1627410797,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice1_qr_expired_1627738658,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_cpu_1627542736,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_memory_1625157918,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_memory_1625680798,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_memory_1626009884,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_memory_1626286299,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_memory_1626294885,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_memory_1626439231,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_memory_1626520226,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_memory_1626538101,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_memory_1626961197,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_memory_1627044227,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_memory_1627065444,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_memory_1627256808,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_memory_1627296468,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_memory_1627374212,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_memory_1627436047,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_memory_1627471954,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_memory_1627554299,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1625275953,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1625334978,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_qr_expired_1625360218,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1625722797,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1625778458,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1625991677,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_qr_expired_1626855935,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1626911607,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1626974155,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_qr_expired_1627141574,0.25,2,deterministic_formula,2,0,1,1,0.8
mobservice2_qr_expired_1627194645,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1627220128,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1627337234,0.25,2,deterministic_formula,3,0,1,1,0.6
mobservice2_qr_expired_1627615107,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1627645682,0.25,2,deterministic_formula,1,1,1,1,1.0
mobservice2_qr_expired_1627741589,0.25,2,deterministic_formula,3,0,1,1,0.6
redisservice1_memory_1625145523,0.25,2,deterministic_formula,1,1,1,1,1.0
redisservice1_memory_1625332594,0.25,2,deterministic_formula,1,1,1,1,1.0
redisservice1_memory_1625453062,0.25,2,deterministic_formula,2,0,1,1,0.8
