model,row_auc_mean,row_auc_std
hist_gradient_evidence,0.9536714114379498,0.0049931677258090125
logistic_evidence,0.9135045378669922,0.006468871311737182
random_forest_evidence,0.9519208783963865,0.0056728239194587795
