dataset,service,fault,instance,policy,budget,top1,top3,top5,avg5,full_trace_count,kept_trace_count,full_anomalous_trace_count,kept_anomalous_trace_count
RE2-OB,currencyservice,cpu,3,late_window,0.5,0.0,1.0,1.0,0.8,24583,18586,11995,5998
RE2-OB,currencyservice,cpu,3,late_window,1.0,0.0,1.0,1.0,0.8,24583,24583,11995,11995
RE2-OB,currencyservice,delay,1,random,0.1,0.0,0.0,1.0,0.2,23667,13639,11142,1114
RE2-OB,currencyservice,delay,1,random,0.25,0.0,0.0,1.0,0.4,23667,15311,11142,2786
RE2-OB,currencyservice,delay,1,random,0.5,0.0,0.0,1.0,0.4,23667,18096,11142,5571
RE2-OB,currencyservice,delay,1,random,1.0,0.0,0.0,1.0,0.4,23667,23667,11142,11142
RE2-OB,currencyservice,delay,1,early_window,0.1,0.0,0.0,1.0,0.4,23667,13639,11142,1114
RE2-OB,currencyservice,delay,1,early_window,0.25,0.0,0.0,1.0,0.4,23667,15311,11142,2786
RE2-OB,currencyservice,delay,1,early_window,0.5,0.0,0.0,1.0,0.4,23667,18096,11142,5571
RE2-OB,currencyservice,delay,1,early_window,1.0,0.0,0.0,1.0,0.4,23667,23667,11142,11142
RE2-OB,currencyservice,delay,1,late_window,0.1,0.0,0.0,0.0,0.0,23667,13639,11142,1114
RE2-OB,currencyservice,delay,1,late_window,0.25,0.0,0.0,0.0,0.0,23667,15311,11142,2786
RE2-OB,currencyservice,delay,1,late_window,0.5,0.0,0.0,0.0,0.0,23667,18096,11142,5571
RE2-OB,currencyservice,delay,1,late_window,1.0,0.0,0.0,1.0,0.4,23667,23667,11142,11142
RE2-OB,currencyservice,delay,2,random,0.1,0.0,0.0,1.0,0.4,23622,13693,11032,1103
RE2-OB,currencyservice,delay,2,random,0.25,0.0,0.0,1.0,0.4,23622,15348,11032,2758
RE2-OB,currencyservice,delay,2,random,0.5,0.0,1.0,1.0,0.6,23622,18106,11032,5516
RE2-OB,currencyservice,delay,2,random,1.0,0.0,1.0,1.0,0.6,23622,23622,11032,11032
RE2-OB,currencyservice,delay,2,early_window,0.1,0.0,1.0,1.0,0.6,23622,13693,11032,1103
RE2-OB,currencyservice,delay,2,early_window,0.25,0.0,1.0,1.0,0.6,23622,15348,11032,2758
RE2-OB,currencyservice,delay,2,early_window,0.5,0.0,1.0,1.0,0.6,23622,18106,11032,5516
RE2-OB,currencyservice,delay,2,early_window,1.0,0.0,1.0,1.0,0.6,23622,23622,11032,11032
RE2-OB,currencyservice,delay,2,late_window,0.1,0.0,0.0,1.0,0.4,23622,13693,11032,1103
RE2-OB,currencyservice,delay,2,late_window,0.25,0.0,0.0,1.0,0.4,23622,15348,11032,2758
RE2-OB,currencyservice,delay,2,late_window,0.5,0.0,0.0,1.0,0.4,23622,18106,11032,5516
RE2-OB,currencyservice,delay,2,late_window,1.0,0.0,1.0,1.0,0.6,23622,23622,11032,11032
RE2-OB,currencyservice,delay,3,random,0.1,0.0,0.0,1.0,0.4,23369,13531,10931,1093
RE2-OB,currencyservice,delay,3,random,0.25,0.0,0.0,1.0,0.4,23369,15171,10931,2733
RE2-OB,currencyservice,delay,3,random,0.5,0.0,0.0,1.0,0.4,23369,17904,10931,5466
RE2-OB,currencyservice,delay,3,random,1.0,0.0,0.0,1.0,0.4,23369,23369,10931,10931
RE2-OB,currencyservice,delay,3,early_window,0.1,0.0,0.0,1.0,0.4,23369,13531,10931,1093
RE2-OB,currencyservice,delay,3,early_window,0.25,0.0,0.0,1.0,0.4,23369,15171,10931,2733
RE2-OB,currencyservice,delay,3,early_window,0.5,0.0,0.0,1.0,0.4,23369,17904,10931,5466
RE2-OB,currencyservice,delay,3,early_window,1.0,0.0,0.0,1.0,0.4,23369,23369,10931,10931
RE2-OB,currencyservice,delay,3,late_window,0.1,0.0,1.0,1.0,0.6,23369,13531,10931,1093
RE2-OB,currencyservice,delay,3,late_window,0.25,0.0,0.0,1.0,0.4,23369,15171,10931,2733
RE2-OB,currencyservice,delay,3,late_window,0.5,0.0,0.0,1.0,0.4,23369,17904,10931,5466
RE2-OB,currencyservice,delay,3,late_window,1.0,0.0,0.0,1.0,0.4,23369,23369,10931,10931
RE2-OB,currencyservice,disk,1,random,0.1,0.0,1.0,1.0,0.6,22294,13151,10159,1016
RE2-OB,currencyservice,disk,1,random,0.25,0.0,1.0,1.0,0.6,22294,14675,10159,2540
RE2-OB,currencyservice,disk,1,random,0.5,0.0,1.0,1.0,0.6,22294,17215,10159,5080
RE2-OB,currencyservice,disk,1,random,1.0,0.0,1.0,1.0,0.6,22294,22294,10159,10159
RE2-OB,currencyservice,disk,1,early_window,0.1,0.0,1.0,1.0,0.6,22294,13151,10159,1016
RE2-OB,currencyservice,disk,1,early_window,0.25,0.0,1.0,1.0,0.6,22294,14675,10159,2540
RE2-OB,currencyservice,disk,1,early_window,0.5,0.0,1.0,1.0,0.6,22294,17215,10159,5080
RE2-OB,currencyservice,disk,1,early_window,1.0,0.0,1.0,1.0,0.6,22294,22294,10159,10159
RE2-OB,currencyservice,disk,1,late_window,0.1,0.0,1.0,1.0,0.6,22294,13151,10159,1016
RE2-OB,currencyservice,disk,1,late_window,0.25,0.0,1.0,1.0,0.6,22294,14675,10159,2540
RE2-OB,currencyservice,disk,1,late_window,0.5,0.0,1.0,1.0,0.6,22294,17215,10159,5080
RE2-OB,currencyservice,disk,1,late_window,1.0,0.0,1.0,1.0,0.6,22294,22294,10159,10159
RE2-OB,currencyservice,disk,2,random,0.1,0.0,1.0,1.0,0.6,24192,13550,11824,1182
RE2-OB,currencyservice,disk,2,random,0.25,0.0,1.0,1.0,0.6,24192,15324,11824,2956
RE2-OB,currencyservice,disk,2,random,0.5,0.0,1.0,1.0,0.6,24192,18280,11824,5912
RE2-OB,currencyservice,disk,2,random,1.0,0.0,1.0,1.0,0.6,24192,24192,11824,11824
RE2-OB,currencyservice,disk,2,early_window,0.1,0.0,1.0,1.0,0.6,24192,13550,11824,1182
RE2-OB,currencyservice,disk,2,early_window,0.25,0.0,1.0,1.0,0.6,24192,15324,11824,2956
RE2-OB,currencyservice,disk,2,early_window,0.5,0.0,1.0,1.0,0.6,24192,18280,11824,5912
RE2-OB,currencyservice,disk,2,early_window,1.0,0.0,1.0,1.0,0.6,24192,24192,11824,11824
RE2-OB,currencyservice,disk,2,late_window,0.1,0.0,1.0,1.0,0.6,24192,13550,11824,1182
RE2-OB,currencyservice,disk,2,late_window,0.25,0.0,1.0,1.0,0.6,24192,15324,11824,2956
RE2-OB,currencyservice,disk,2,late_window,0.5,0.0,1.0,1.0,0.6,24192,18280,11824,5912
RE2-OB,currencyservice,disk,2,late_window,1.0,0.0,1.0,1.0,0.6,24192,24192,11824,11824
RE2-OB,currencyservice,loss,1,random,0.1,0.0,0.0,1.0,0.4,20599,13000,8443,844
RE2-OB,currencyservice,loss,1,random,0.25,0.0,0.0,1.0,0.4,20599,14267,8443,2111
RE2-OB,currencyservice,loss,1,random,0.5,0.0,0.0,1.0,0.4,20599,16378,8443,4222
RE2-OB,currencyservice,loss,1,random,1.0,0.0,0.0,1.0,0.4,20599,20599,8443,8443
RE2-OB,currencyservice,loss,1,early_window,0.1,0.0,0.0,1.0,0.4,20599,13000,8443,844
RE2-OB,currencyservice,loss,1,early_window,0.25,0.0,0.0,1.0,0.4,20599,14267,8443,2111
RE2-OB,currencyservice,loss,1,early_window,0.5,0.0,0.0,1.0,0.4,20599,16378,8443,4222
RE2-OB,currencyservice,loss,1,early_window,1.0,0.0,0.0,1.0,0.4,20599,20599,8443,8443
RE2-OB,currencyservice,loss,1,late_window,0.1,0.0,0.0,0.0,0.0,20599,13000,8443,844
RE2-OB,currencyservice,loss,1,late_window,0.25,0.0,0.0,1.0,0.4,20599,14267,8443,2111
RE2-OB,currencyservice,loss,1,late_window,0.5,0.0,0.0,1.0,0.4,20599,16378,8443,4222
RE2-OB,currencyservice,loss,1,late_window,1.0,0.0,0.0,1.0,0.4,20599,20599,8443,8443
RE2-OB,currencyservice,disk,3,random,0.1,0.0,1.0,1.0,0.8,24520,13707,12015,1202
RE2-OB,currencyservice,disk,3,random,0.25,0.0,1.0,1.0,0.6,24520,15509,12015,3004
RE2-OB,currencyservice,disk,3,random,0.5,0.0,1.0,1.0,0.6,24520,18513,12015,6008
RE2-OB,currencyservice,disk,3,random,1.0,0.0,1.0,1.0,0.6,24520,24520,12015,12015
RE2-OB,currencyservice,disk,3,early_window,0.1,0.0,1.0,1.0,0.6,24520,13707,12015,1202
RE2-OB,currencyservice,disk,3,early_window,0.25,0.0,1.0,1.0,0.6,24520,15509,12015,3004
RE2-OB,currencyservice,disk,3,early_window,0.5,0.0,1.0,1.0,0.6,24520,18513,12015,6008
RE2-OB,currencyservice,disk,3,early_window,1.0,0.0,1.0,1.0,0.6,24520,24520,12015,12015
RE2-OB,currencyservice,disk,3,late_window,0.1,0.0,1.0,1.0,0.6,24520,13707,12015,1202
RE2-OB,currencyservice,disk,3,late_window,0.25,0.0,1.0,1.0,0.6,24520,15509,12015,3004
RE2-OB,currencyservice,disk,3,late_window,0.5,0.0,1.0,1.0,0.6,24520,18513,12015,6008
RE2-OB,currencyservice,disk,3,late_window,1.0,0.0,1.0,1.0,0.6,24520,24520,12015,12015
RE2-OB,currencyservice,loss,2,random,0.1,0.0,0.0,1.0,0.2,22493,13663,9811,981
RE2-OB,currencyservice,loss,2,random,0.25,0.0,0.0,1.0,0.2,22493,15135,9811,2453
RE2-OB,currencyservice,loss,2,random,0.5,0.0,0.0,1.0,0.2,22493,17588,9811,4906
RE2-OB,currencyservice,loss,2,random,1.0,0.0,0.0,1.0,0.2,22493,22493,9811,9811
RE2-OB,currencyservice,loss,2,early_window,0.1,0.0,0.0,0.0,0.0,22493,13663,9811,981
RE2-OB,currencyservice,loss,2,early_window,0.25,0.0,0.0,0.0,0.0,22493,15135,9811,2453
RE2-OB,currencyservice,loss,2,early_window,0.5,0.0,0.0,1.0,0.2,22493,17588,9811,4906
RE2-OB,currencyservice,loss,2,early_window,1.0,0.0,0.0,1.0,0.2,22493,22493,9811,9811
RE2-OB,currencyservice,loss,2,late_window,0.1,0.0,0.0,1.0,0.2,22493,13663,9811,981
RE2-OB,currencyservice,loss,2,late_window,0.25,0.0,0.0,1.0,0.2,22493,15135,9811,2453
RE2-OB,currencyservice,loss,2,late_window,0.5,0.0,0.0,1.0,0.2,22493,17588,9811,4906
RE2-OB,currencyservice,loss,2,late_window,1.0,0.0,0.0,1.0,0.2,22493,22493,9811,9811
RE2-OB,currencyservice,loss,3,random,0.1,0.0,0.0,1.0,0.2,21869,13292,9530,953
RE2-OB,currencyservice,loss,3,random,0.25,0.0,0.0,1.0,0.2,21869,14721,9530,2382
RE2-OB,currencyservice,loss,3,random,0.5,0.0,0.0,1.0,0.2,21869,17104,9530,4765
RE2-OB,currencyservice,loss,3,random,1.0,0.0,0.0,1.0,0.2,21869,21869,9530,9530
RE2-OB,currencyservice,loss,3,early_window,0.1,0.0,0.0,1.0,0.2,21869,13292,9530,953
RE2-OB,currencyservice,loss,3,early_window,0.25,0.0,0.0,1.0,0.2,21869,14721,9530,2382
RE2-OB,currencyservice,loss,3,early_window,0.5,0.0,0.0,1.0,0.2,21869,17104,9530,4765
RE2-OB,currencyservice,loss,3,early_window,1.0,0.0,0.0,1.0,0.2,21869,21869,9530,9530
RE2-OB,currencyservice,loss,3,late_window,0.1,0.0,0.0,1.0,0.2,21869,13292,9530,953
RE2-OB,currencyservice,loss,3,late_window,0.25,0.0,0.0,1.0,0.2,21869,14721,9530,2382
RE2-OB,currencyservice,loss,3,late_window,0.5,0.0,0.0,1.0,0.2,21869,17104,9530,4765
RE2-OB,currencyservice,loss,3,late_window,1.0,0.0,0.0,1.0,0.2,21869,21869,9530,9530
RE2-OB,currencyservice,mem,1,random,0.1,0.0,0.0,1.0,0.4,23168,13374,10882,1088
RE2-OB,currencyservice,mem,1,random,0.25,0.0,0.0,1.0,0.4,23168,15006,10882,2720
RE2-OB,currencyservice,mem,1,random,0.5,0.0,0.0,1.0,0.4,23168,17727,10882,5441
RE2-OB,currencyservice,mem,1,random,1.0,0.0,0.0,1.0,0.4,23168,23168,10882,10882
RE2-OB,currencyservice,mem,1,early_window,0.1,0.0,0.0,1.0,0.4,23168,13374,10882,1088
RE2-OB,currencyservice,mem,1,early_window,0.25,0.0,0.0,1.0,0.4,23168,15006,10882,2720
RE2-OB,currencyservice,mem,1,early_window,0.5,0.0,0.0,1.0,0.4,23168,17727,10882,5441
RE2-OB,currencyservice,mem,1,early_window,1.0,0.0,0.0,1.0,0.4,23168,23168,10882,10882
RE2-OB,currencyservice,mem,1,late_window,0.1,0.0,0.0,1.0,0.4,23168,13374,10882,1088
RE2-OB,currencyservice,mem,1,late_window,0.25,0.0,0.0,1.0,0.4,23168,15006,10882,2720
RE2-OB,currencyservice,mem,1,late_window,0.5,0.0,0.0,1.0,0.4,23168,17727,10882,5441
RE2-OB,currencyservice,mem,1,late_window,1.0,0.0,0.0,1.0,0.4,23168,23168,10882,10882
RE2-OB,currencyservice,mem,2,random,0.1,0.0,0.0,1.0,0.4,23636,13381,11394,1139
RE2-OB,currencyservice,mem,2,random,0.25,0.0,0.0,1.0,0.4,23636,15090,11394,2848
RE2-OB,currencyservice,mem,2,random,0.5,0.0,0.0,1.0,0.4,23636,17939,11394,5697
RE2-OB,currencyservice,mem,2,random,1.0,0.0,0.0,1.0,0.4,23636,23636,11394,11394
RE2-OB,currencyservice,mem,2,early_window,0.1,0.0,0.0,1.0,0.4,23636,13381,11394,1139
RE2-OB,currencyservice,mem,2,early_window,0.25,0.0,0.0,1.0,0.4,23636,15090,11394,2848
RE2-OB,currencyservice,mem,2,early_window,0.5,0.0,0.0,1.0,0.4,23636,17939,11394,5697
RE2-OB,currencyservice,mem,2,early_window,1.0,0.0,0.0,1.0,0.4,23636,23636,11394,11394
RE2-OB,currencyservice,mem,2,late_window,0.1,0.0,0.0,1.0,0.4,23636,13381,11394,1139
RE2-OB,currencyservice,mem,2,late_window,0.25,0.0,0.0,1.0,0.4,23636,15090,11394,2848
RE2-OB,currencyservice,mem,2,late_window,0.5,0.0,0.0,1.0,0.4,23636,17939,11394,5697
RE2-OB,currencyservice,mem,2,late_window,1.0,0.0,0.0,1.0,0.4,23636,23636,11394,11394
RE2-OB,currencyservice,mem,3,random,0.1,0.0,1.0,1.0,0.6,23580,13545,11150,1115
RE2-OB,currencyservice,mem,3,random,0.25,0.0,1.0,1.0,0.6,23580,15218,11150,2788
RE2-OB,currencyservice,mem,3,random,0.5,0.0,1.0,1.0,0.6,23580,18005,11150,5575
RE2-OB,currencyservice,mem,3,random,1.0,0.0,1.0,1.0,0.6,23580,23580,11150,11150
RE2-OB,currencyservice,mem,3,early_window,0.1,0.0,1.0,1.0,0.6,23580,13545,11150,1115
RE2-OB,currencyservice,mem,3,early_window,0.25,0.0,1.0,1.0,0.6,23580,15218,11150,2788
RE2-OB,currencyservice,mem,3,early_window,0.5,0.0,1.0,1.0,0.6,23580,18005,11150,5575
RE2-OB,currencyservice,mem,3,early_window,1.0,0.0,1.0,1.0,0.6,23580,23580,11150,11150
RE2-OB,currencyservice,mem,3,late_window,0.1,0.0,0.0,1.0,0.4,23580,13545,11150,1115
RE2-OB,currencyservice,mem,3,late_window,0.25,0.0,1.0,1.0,0.6,23580,15218,11150,2788
RE2-OB,currencyservice,mem,3,late_window,0.5,0.0,1.0,1.0,0.6,23580,18005,11150,5575
RE2-OB,currencyservice,mem,3,late_window,1.0,0.0,1.0,1.0,0.6,23580,23580,11150,11150
RE2-OB,currencyservice,socket,1,random,0.1,0.0,1.0,1.0,0.6,24741,13635,12340,1234
RE2-OB,currencyservice,socket,1,random,0.25,0.0,1.0,1.0,0.8,24741,15486,12340,3085
RE2-OB,currencyservice,socket,1,random,0.5,0.0,1.0,1.0,0.8,24741,18571,12340,6170
RE2-OB,currencyservice,socket,1,random,1.0,0.0,1.0,1.0,0.8,24741,24741,12340,12340
RE2-OB,currencyservice,socket,1,early_window,0.1,0.0,0.0,1.0,0.4,24741,13635,12340,1234
RE2-OB,currencyservice,socket,1,early_window,0.25,0.0,1.0,1.0,0.6,24741,15486,12340,3085
RE2-OB,currencyservice,socket,1,early_window,0.5,0.0,1.0,1.0,0.6,24741,18571,12340,6170
RE2-OB,currencyservice,socket,1,early_window,1.0,0.0,1.0,1.0,0.8,24741,24741,12340,12340
RE2-OB,currencyservice,socket,1,late_window,0.1,0.0,1.0,1.0,0.8,24741,13635,12340,1234
RE2-OB,currencyservice,socket,1,late_window,0.25,0.0,1.0,1.0,0.8,24741,15486,12340,3085
RE2-OB,currencyservice,socket,1,late_window,0.5,0.0,1.0,1.0,0.8,24741,18571,12340,6170
RE2-OB,currencyservice,socket,1,late_window,1.0,0.0,1.0,1.0,0.8,24741,24741,12340,12340
RE2-OB,currencyservice,socket,2,random,0.1,0.0,1.0,1.0,0.8,24195,13522,11859,1186
RE2-OB,currencyservice,socket,2,random,0.25,0.0,1.0,1.0,0.8,24195,15301,11859,2965
RE2-OB,currencyservice,socket,2,random,0.5,0.0,1.0,1.0,0.8,24195,18266,11859,5930
RE2-OB,currencyservice,socket,2,random,1.0,0.0,1.0,1.0,0.8,24195,24195,11859,11859
RE2-OB,currencyservice,socket,2,early_window,0.1,0.0,1.0,1.0,0.8,24195,13522,11859,1186
RE2-OB,currencyservice,socket,2,early_window,0.25,0.0,1.0,1.0,0.8,24195,15301,11859,2965
RE2-OB,currencyservice,socket,2,early_window,0.5,0.0,1.0,1.0,0.8,24195,18266,11859,5930
RE2-OB,currencyservice,socket,2,early_window,1.0,0.0,1.0,1.0,0.8,24195,24195,11859,11859
RE2-OB,currencyservice,socket,2,late_window,0.1,0.0,1.0,1.0,0.8,24195,13522,11859,1186
RE2-OB,currencyservice,socket,2,late_window,0.25,0.0,1.0,1.0,0.8,24195,15301,11859,2965
RE2-OB,currencyservice,socket,2,late_window,0.5,0.0,1.0,1.0,0.8,24195,18266,11859,5930
RE2-OB,currencyservice,socket,2,late_window,1.0,0.0,1.0,1.0,0.8,24195,24195,11859,11859
RE2-OB,currencyservice,socket,3,random,0.1,0.0,1.0,1.0,0.6,24297,13808,11655,1166
RE2-OB,currencyservice,socket,3,random,0.25,0.0,1.0,1.0,0.6,24297,15556,11655,2914
RE2-OB,currencyservice,socket,3,random,0.5,0.0,1.0,1.0,0.6,24297,18470,11655,5828
RE2-OB,currencyservice,socket,3,random,1.0,0.0,1.0,1.0,0.6,24297,24297,11655,11655
RE2-OB,currencyservice,socket,3,early_window,0.1,0.0,1.0,1.0,0.6,24297,13808,11655,1166
RE2-OB,currencyservice,socket,3,early_window,0.25,0.0,1.0,1.0,0.6,24297,15556,11655,2914
RE2-OB,currencyservice,socket,3,early_window,0.5,0.0,1.0,1.0,0.6,24297,18470,11655,5828
RE2-OB,currencyservice,socket,3,early_window,1.0,0.0,1.0,1.0,0.6,24297,24297,11655,11655
RE2-OB,currencyservice,socket,3,late_window,0.1,0.0,1.0,1.0,0.6,24297,13808,11655,1166
RE2-OB,currencyservice,socket,3,late_window,0.25,0.0,1.0,1.0,0.6,24297,15556,11655,2914
RE2-OB,currencyservice,socket,3,late_window,0.5,0.0,1.0,1.0,0.6,24297,18470,11655,5828
RE2-OB,currencyservice,socket,3,late_window,1.0,0.0,1.0,1.0,0.6,24297,24297,11655,11655
RE2-OB,emailservice,cpu,1,random,0.1,0.0,1.0,1.0,0.8,23874,13209,11850,1185
RE2-OB,emailservice,cpu,1,random,0.25,0.0,1.0,1.0,0.8,23874,14986,11850,2962
RE2-OB,emailservice,cpu,1,random,0.5,0.0,1.0,1.0,0.8,23874,17949,11850,5925
RE2-OB,emailservice,cpu,1,random,1.0,0.0,1.0,1.0,0.8,23874,23874,11850,11850
RE2-OB,emailservice,cpu,1,early_window,0.1,0.0,1.0,1.0,0.8,23874,13209,11850,1185
RE2-OB,emailservice,cpu,1,early_window,0.25,0.0,1.0,1.0,0.8,23874,14986,11850,2962
RE2-OB,emailservice,cpu,1,early_window,0.5,0.0,1.0,1.0,0.8,23874,17949,11850,5925
RE2-OB,emailservice,cpu,1,early_window,1.0,0.0,1.0,1.0,0.8,23874,23874,11850,11850
RE2-OB,emailservice,cpu,1,late_window,0.1,0.0,1.0,1.0,0.8,23874,13209,11850,1185
RE2-OB,emailservice,cpu,1,late_window,0.25,0.0,1.0,1.0,0.8,23874,14986,11850,2962
RE2-OB,emailservice,cpu,1,late_window,0.5,0.0,1.0,1.0,0.8,23874,17949,11850,5925
RE2-OB,emailservice,cpu,1,late_window,1.0,0.0,1.0,1.0,0.8,23874,23874,11850,11850
RE2-OB,emailservice,cpu,2,random,0.1,0.0,1.0,1.0,0.6,25076,13716,12622,1262
RE2-OB,emailservice,cpu,2,random,0.25,0.0,1.0,1.0,0.6,25076,15610,12622,3156
RE2-OB,emailservice,cpu,2,random,0.5,0.0,1.0,1.0,0.6,25076,18765,12622,6311
RE2-OB,emailservice,cpu,2,random,1.0,0.0,1.0,1.0,0.6,25076,25076,12622,12622
RE2-OB,emailservice,cpu,2,early_window,0.1,0.0,1.0,1.0,0.8,25076,13716,12622,1262
RE2-OB,emailservice,cpu,2,early_window,0.25,0.0,1.0,1.0,0.6,25076,15610,12622,3156
RE2-OB,emailservice,cpu,2,early_window,0.5,0.0,1.0,1.0,0.6,25076,18765,12622,6311
RE2-OB,emailservice,cpu,2,early_window,1.0,0.0,1.0,1.0,0.6,25076,25076,12622,12622
RE2-OB,emailservice,cpu,2,late_window,0.1,0.0,1.0,1.0,0.6,25076,13716,12622,1262
RE2-OB,emailservice,cpu,2,late_window,0.25,0.0,1.0,1.0,0.6,25076,15610,12622,3156
RE2-OB,emailservice,cpu,2,late_window,0.5,0.0,1.0,1.0,0.6,25076,18765,12622,6311
RE2-OB,emailservice,cpu,2,late_window,1.0,0.0,1.0,1.0,0.6,25076,25076,12622,12622
RE2-OB,emailservice,cpu,3,random,0.1,0.0,1.0,1.0,0.6,24977,13728,12499,1250
RE2-OB,emailservice,cpu,3,random,0.25,0.0,1.0,1.0,0.6,24977,15603,12499,3125
RE2-OB,emailservice,cpu,3,random,0.5,0.0,1.0,1.0,0.6,24977,18728,12499,6250
RE2-OB,emailservice,cpu,3,random,1.0,0.0,1.0,1.0,0.6,24977,24977,12499,12499
RE2-OB,emailservice,cpu,3,early_window,0.1,0.0,1.0,1.0,0.6,24977,13728,12499,1250
RE2-OB,emailservice,cpu,3,early_window,0.25,0.0,1.0,1.0,0.6,24977,15603,12499,3125
RE2-OB,emailservice,cpu,3,early_window,0.5,0.0,1.0,1.0,0.6,24977,18728,12499,6250
RE2-OB,emailservice,cpu,3,early_window,1.0,0.0,1.0,1.0,0.6,24977,24977,12499,12499
RE2-OB,emailservice,cpu,3,late_window,0.1,0.0,1.0,1.0,0.6,24977,13728,12499,1250
RE2-OB,emailservice,cpu,3,late_window,0.25,0.0,1.0,1.0,0.6,24977,15603,12499,3125
RE2-OB,emailservice,cpu,3,late_window,0.5,0.0,1.0,1.0,0.6,24977,18728,12499,6250
RE2-OB,emailservice,cpu,3,late_window,1.0,0.0,1.0,1.0,0.6,24977,24977,12499,12499
RE2-OB,emailservice,delay,1,random,0.1,0.0,0.0,0.0,0.0,24663,13441,12469,1247
RE2-OB,emailservice,delay,1,random,0.25,0.0,1.0,1.0,0.6,24663,15311,12469,3117
RE2-OB,emailservice,delay,1,random,0.5,0.0,0.0,1.0,0.2,24663,18428,12469,6234
RE2-OB,emailservice,delay,1,random,1.0,0.0,0.0,1.0,0.2,24663,24663,12469,12469
RE2-OB,emailservice,delay,1,early_window,0.1,0.0,1.0,1.0,0.6,24663,13441,12469,1247
RE2-OB,emailservice,delay,1,early_window,0.25,0.0,0.0,1.0,0.4,24663,15311,12469,3117
RE2-OB,emailservice,delay,1,early_window,0.5,0.0,0.0,1.0,0.2,24663,18428,12469,6234
RE2-OB,emailservice,delay,1,early_window,1.0,0.0,0.0,1.0,0.2,24663,24663,12469,12469
RE2-OB,emailservice,delay,1,late_window,0.1,0.0,0.0,1.0,0.4,24663,13441,12469,1247
RE2-OB,emailservice,delay,1,late_window,0.25,0.0,0.0,0.0,0.0,24663,15311,12469,3117
RE2-OB,emailservice,delay,1,late_window,0.5,0.0,0.0,1.0,0.2,24663,18428,12469,6234
RE2-OB,emailservice,delay,1,late_window,1.0,0.0,0.0,1.0,0.2,24663,24663,12469,12469
RE2-OB,emailservice,delay,2,random,0.1,0.0,0.0,1.0,0.4,24709,13634,12305,1230
RE2-OB,emailservice,delay,2,random,0.25,0.0,0.0,0.0,0.0,24709,15480,12305,3076
RE2-OB,emailservice,delay,2,random,0.5,0.0,0.0,1.0,0.4,24709,18556,12305,6152
RE2-OB,emailservice,delay,2,random,1.0,0.0,0.0,1.0,0.4,24709,24709,12305,12305
RE2-OB,emailservice,delay,2,early_window,0.1,0.0,0.0,0.0,0.0,24709,13634,12305,1230
RE2-OB,emailservice,delay,2,early_window,0.25,0.0,0.0,0.0,0.0,24709,15480,12305,3076
RE2-OB,emailservice,delay,2,early_window,0.5,0.0,0.0,0.0,0.0,24709,18556,12305,6152
RE2-OB,emailservice,delay,2,early_window,1.0,0.0,0.0,1.0,0.4,24709,24709,12305,12305
RE2-OB,emailservice,delay,2,late_window,0.1,0.0,0.0,1.0,0.2,24709,13634,12305,1230
RE2-OB,emailservice,delay,2,late_window,0.25,0.0,0.0,0.0,0.0,24709,15480,12305,3076
RE2-OB,emailservice,delay,2,late_window,0.5,0.0,0.0,1.0,0.4,24709,18556,12305,6152
RE2-OB,emailservice,delay,2,late_window,1.0,0.0,0.0,1.0,0.4,24709,24709,12305,12305
RE2-OB,emailservice,delay,3,random,0.1,0.0,0.0,0.0,0.0,24856,13553,12559,1256
RE2-OB,emailservice,delay,3,random,0.25,0.0,0.0,0.0,0.0,24856,15437,12559,3140
RE2-OB,emailservice,delay,3,random,0.5,0.0,0.0,0.0,0.0,24856,18577,12559,6280
RE2-OB,emailservice,delay,3,random,1.0,0.0,0.0,0.0,0.0,24856,24856,12559,12559
RE2-OB,emailservice,delay,3,early_window,0.1,0.0,0.0,0.0,0.0,24856,13553,12559,1256
RE2-OB,emailservice,delay,3,early_window,0.25,0.0,0.0,0.0,0.0,24856,15437,12559,3140
RE2-OB,emailservice,delay,3,early_window,0.5,0.0,0.0,1.0,0.2,24856,18577,12559,6280
RE2-OB,emailservice,delay,3,early_window,1.0,0.0,0.0,0.0,0.0,24856,24856,12559,12559
RE2-OB,emailservice,delay,3,late_window,0.1,0.0,0.0,1.0,0.2,24856,13553,12559,1256
RE2-OB,emailservice,delay,3,late_window,0.25,0.0,0.0,0.0,0.0,24856,15437,12559,3140
RE2-OB,emailservice,delay,3,late_window,0.5,0.0,0.0,0.0,0.0,24856,18577,12559,6280
RE2-OB,emailservice,delay,3,late_window,1.0,0.0,0.0,0.0,0.0,24856,24856,12559,12559
RE2-OB,emailservice,disk,1,random,0.1,0.0,1.0,1.0,0.8,23535,12979,11729,1173
RE2-OB,emailservice,disk,1,random,0.25,0.0,1.0,1.0,0.8,23535,14738,11729,2932
RE2-OB,emailservice,disk,1,random,0.5,0.0,1.0,1.0,0.8,23535,17670,11729,5864
RE2-OB,emailservice,disk,1,random,1.0,0.0,1.0,1.0,0.8,23535,23535,11729,11729
RE2-OB,emailservice,disk,1,early_window,0.1,0.0,1.0,1.0,0.8,23535,12979,11729,1173
RE2-OB,emailservice,disk,1,early_window,0.25,0.0,1.0,1.0,0.8,23535,14738,11729,2932
RE2-OB,emailservice,disk,1,early_window,0.5,0.0,1.0,1.0,0.8,23535,17670,11729,5864
RE2-OB,emailservice,disk,1,early_window,1.0,0.0,1.0,1.0,0.8,23535,23535,11729,11729
