dataset,fault,budget,seed,cases,top1,top3,top5,avg5,total_reduction,post_injection_reduction
RE2-OB,disk,0.25,2027,15,0.2,0.8,1.0,0.7066666666666667,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2028,15,0.2,0.8,1.0,0.7066666666666667,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2029,15,0.2,0.8,1.0,0.7200000000000001,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2030,15,0.2,0.8,1.0,0.7066666666666667,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2031,15,0.2,0.8,1.0,0.7066666666666667,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2032,15,0.2,0.8,1.0,0.6933333333333334,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2033,15,0.2,0.8,1.0,0.6933333333333334,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2034,15,0.2,0.8,1.0,0.7066666666666667,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.25,2035,15,0.2,0.8,1.0,0.7066666666666667,0.3673887318804271,0.7500036099896878
RE2-OB,disk,0.35,2026,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2027,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2028,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2029,15,0.2,0.8,1.0,0.6933333333333334,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2030,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2031,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2032,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2033,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2034,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.35,2035,15,0.2,0.8,1.0,0.7066666666666667,0.3184004875429661,0.6499973809385567
RE2-OB,disk,0.5,2026,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2027,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2028,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2029,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2030,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2031,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2032,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2033,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2034,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.5,2035,15,0.2,0.8,1.0,0.7066666666666667,0.2449256182754956,0.500001524894234
RE2-OB,disk,0.75,2026,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2027,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2028,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2029,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2030,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2031,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2032,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2033,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2034,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,0.75,2035,15,0.2,0.8,1.0,0.7066666666666667,0.12246027588021913,0.24999639001031226
RE2-OB,disk,1.0,2026,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2027,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2028,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2029,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2030,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2031,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2032,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2033,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2034,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,disk,1.0,2035,15,0.2,0.8,1.0,0.7066666666666667,0.0,0.0
RE2-OB,loss,0.05,2026,15,0.2,0.4666666666666667,0.7333333333333333,0.48000000000000004,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2027,15,0.2,0.4666666666666667,0.8,0.5066666666666667,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2028,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.48000000000000004,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2029,15,0.2,0.5333333333333333,0.9333333333333333,0.5466666666666666,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2030,15,0.2,0.4666666666666667,0.9333333333333333,0.5333333333333333,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2031,15,0.13333333333333333,0.6,1.0,0.5733333333333334,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2032,15,0.2,0.4666666666666667,0.8,0.49333333333333335,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2033,15,0.2,0.4666666666666667,0.9333333333333333,0.5466666666666667,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2034,15,0.2,0.4666666666666667,0.9333333333333333,0.56,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.05,2035,15,0.2,0.5333333333333333,0.8666666666666667,0.5333333333333333,0.4202257760696331,0.9500024201686028
RE2-OB,loss,0.1,2026,15,0.13333333333333333,0.5333333333333333,0.9333333333333333,0.5333333333333333,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2027,15,0.2,0.5333333333333333,0.8,0.5333333333333333,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2028,15,0.2,0.4666666666666667,0.8666666666666667,0.52,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2029,15,0.2,0.4666666666666667,0.9333333333333333,0.56,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2030,15,0.13333333333333333,0.4,0.8,0.48000000000000004,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2031,15,0.2,0.5333333333333333,1.0,0.5733333333333334,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2032,15,0.13333333333333333,0.4666666666666667,1.0,0.56,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2033,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.5333333333333333,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2034,15,0.06666666666666667,0.5333333333333333,0.9333333333333333,0.5333333333333333,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.1,2035,15,0.13333333333333333,0.4666666666666667,0.8,0.49333333333333335,0.39810998896762695,0.9000021201374951
RE2-OB,loss,0.15,2026,15,0.2,0.4,0.8,0.49333333333333335,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2027,15,0.2,0.4,0.9333333333333333,0.52,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2028,15,0.13333333333333333,0.4666666666666667,1.0,0.5333333333333333,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2029,15,0.2,0.4,0.8666666666666667,0.49333333333333335,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2030,15,0.2,0.4666666666666667,0.9333333333333333,0.5466666666666667,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2031,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2032,15,0.2,0.4666666666666667,0.9333333333333333,0.5333333333333333,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2033,15,0.2,0.4666666666666667,1.0,0.56,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2034,15,0.06666666666666667,0.4,0.9333333333333333,0.48000000000000004,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.15,2035,15,0.2,0.4666666666666667,0.8666666666666667,0.52,0.37599019048224075,0.8500000035857777
RE2-OB,loss,0.2,2026,15,0.2,0.5333333333333333,0.9333333333333333,0.5466666666666666,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2027,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2028,15,0.2,0.4666666666666667,0.8,0.48000000000000004,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2029,15,0.13333333333333333,0.4,0.9333333333333333,0.5066666666666667,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2030,15,0.13333333333333333,0.4,0.9333333333333333,0.5066666666666667,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2031,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2032,15,0.2,0.5333333333333333,0.9333333333333333,0.5333333333333333,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2033,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2034,15,0.06666666666666667,0.4,0.8666666666666667,0.4666666666666667,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.2,2035,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.52,0.3538770035529795,0.8000053494571288
RE2-OB,loss,0.25,2026,15,0.06666666666666667,0.4666666666666667,0.9333333333333333,0.5066666666666667,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2027,15,0.13333333333333333,0.4666666666666667,0.8,0.48000000000000004,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2028,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2029,15,0.2,0.4666666666666667,0.9333333333333333,0.52,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2030,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2031,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2032,15,0.2,0.4666666666666667,0.9333333333333333,0.5333333333333333,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2033,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.5333333333333333,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2034,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.25,2035,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.5333333333333333,0.3317532601839522,0.7499890707731662
RE2-OB,loss,0.35,2026,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2027,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2028,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2029,15,0.06666666666666667,0.4,0.8,0.45333333333333337,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2030,15,0.06666666666666667,0.4,0.8666666666666667,0.49333333333333335,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2031,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2032,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2033,15,0.2,0.4666666666666667,0.9333333333333333,0.52,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2034,15,0.13333333333333333,0.5333333333333333,0.8666666666666667,0.5333333333333333,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.35,2035,15,0.06666666666666667,0.4666666666666667,0.9333333333333333,0.5066666666666667,0.28752422873012434,0.6500054137268375
RE2-OB,loss,0.5,2026,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2027,15,0.06666666666666667,0.4,0.8666666666666667,0.48000000000000004,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2028,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2029,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2030,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2031,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2032,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2033,15,0.06666666666666667,0.4666666666666667,0.9333333333333333,0.49333333333333335,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2034,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.5,2035,15,0.13333333333333333,0.4666666666666667,0.9333333333333333,0.52,0.22116318012911043,0.4999765302531787
RE2-OB,loss,0.75,2026,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2027,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2028,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2029,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2030,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2031,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.5066666666666667,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2032,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2033,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2034,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.48000000000000004,0.11058972574661217,0.2500109292268338
RE2-OB,loss,0.75,2035,15,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.52,0.11058972574661217,0.2500109292268338
RE2-OB,loss,1.0,2026,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2027,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2028,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2029,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2030,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2031,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2032,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2033,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2034,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,loss,1.0,2035,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.49333333333333335,0.0,0.0
RE2-OB,mem,0.05,2026,15,0.0,0.6,1.0,0.5866666666666667,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2027,15,0.0,0.4666666666666667,0.9333333333333333,0.5466666666666667,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2028,15,0.06666666666666667,0.5333333333333333,0.9333333333333333,0.5733333333333334,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2029,15,0.06666666666666667,0.5333333333333333,0.9333333333333333,0.56,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2030,15,0.0,0.5333333333333333,0.9333333333333333,0.56,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2031,15,0.13333333333333333,0.5333333333333333,1.0,0.6266666666666667,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2032,15,0.13333333333333333,0.5333333333333333,1.0,0.6133333333333334,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2033,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2034,15,0.06666666666666667,0.5333333333333333,0.9333333333333333,0.5733333333333334,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.05,2035,15,0.06666666666666667,0.4666666666666667,0.8666666666666667,0.5333333333333333,0.43749821112839926,0.9499976642716649
RE2-OB,mem,0.1,2026,15,0.0,0.5333333333333333,1.0,0.5733333333333334,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2027,15,0.0,0.5333333333333333,0.9333333333333333,0.5466666666666667,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2028,15,0.0,0.6,1.0,0.6,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2029,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2030,15,0.0,0.5333333333333333,1.0,0.5733333333333334,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2031,15,0.0,0.4666666666666667,1.0,0.5733333333333334,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2032,15,0.0,0.6,1.0,0.6,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2033,15,0.06666666666666667,0.4666666666666667,1.0,0.56,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2034,15,0.06666666666666667,0.4666666666666667,1.0,0.5866666666666667,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.1,2035,15,0.0,0.6,1.0,0.5866666666666667,0.414476828963746,0.9000121309832901
RE2-OB,mem,0.15,2026,15,0.0,0.6,1.0,0.6,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2027,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2028,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2029,15,0.0,0.6,1.0,0.6,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2030,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2031,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2032,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2033,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2034,15,0.0,0.6,1.0,0.6,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.15,2035,15,0.06666666666666667,0.6,0.9333333333333333,0.5866666666666667,0.39144756754563553,0.8500013012042376
RE2-OB,mem,0.2,2026,15,0.0,0.6,1.0,0.6,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2027,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2028,15,0.0,0.6,1.0,0.6,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2029,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2030,15,0.0,0.6,1.0,0.5866666666666667,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2031,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2032,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2033,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2034,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.2,2035,15,0.0,0.6,1.0,0.6,0.3684173376695972,0.7999972005754007
RE2-OB,mem,0.25,2026,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2027,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2028,15,0.06666666666666667,0.6,1.0,0.6,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2029,15,0.06666666666666667,0.6,0.9333333333333333,0.5866666666666667,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2030,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2031,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2032,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2033,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2034,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.25,2035,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.3453914150706759,0.7499949915623504
RE2-OB,mem,0.35,2026,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2027,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2028,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2029,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2030,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2031,15,0.0,0.4666666666666667,1.0,0.5733333333333334,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2032,15,0.0,0.6,1.0,0.6,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2033,15,0.0,0.6,1.0,0.6,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2034,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.35,2035,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.29934396959682186,0.6500068684166812
RE2-OB,mem,0.5,2026,15,0.0,0.6,1.0,0.6,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2027,15,0.06666666666666667,0.5333333333333333,1.0,0.6,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2028,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2029,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2030,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2031,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2032,15,0.0,0.5333333333333333,1.0,0.5733333333333334,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2033,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2034,15,0.0,0.6,1.0,0.6,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.5,2035,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.23025853597341028,0.49998970915784186
RE2-OB,mem,0.75,2026,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2027,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2028,15,0.0,0.6,1.0,0.6,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2029,15,0.06666666666666667,0.6,1.0,0.6133333333333334,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2030,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2031,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2032,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2033,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2034,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,0.75,2035,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.11513277373820882,0.25000500843764956
RE2-OB,mem,1.0,2026,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2027,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
