dataset,fault,budget,seed,cases,top1,top3,top5,avg5,total_reduction,post_injection_reduction
RE2-OB,mem,1.0,2028,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2029,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2030,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2031,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2032,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2033,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2034,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,mem,1.0,2035,15,0.0,0.5333333333333333,1.0,0.5866666666666667,0.0,0.0
RE2-OB,socket,0.05,2026,15,0.13333333333333333,0.6,0.9333333333333333,0.56,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2027,15,0.13333333333333333,0.7333333333333333,0.9333333333333333,0.6133333333333333,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2028,15,0.13333333333333333,0.7333333333333333,1.0,0.64,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2029,15,0.13333333333333333,0.6,0.9333333333333333,0.56,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2030,15,0.13333333333333333,0.8,0.9333333333333333,0.6666666666666666,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2031,15,0.2,0.8,1.0,0.6933333333333334,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2032,15,0.2,0.7333333333333333,1.0,0.6666666666666666,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2033,15,0.2,0.6666666666666666,0.9333333333333333,0.6266666666666667,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2034,15,0.2,0.7333333333333333,1.0,0.6533333333333334,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.05,2035,15,0.2,0.6666666666666666,0.9333333333333333,0.6266666666666667,0.46088762119608123,0.9499993448994547
RE2-OB,socket,0.1,2026,15,0.13333333333333333,0.6,1.0,0.6266666666666667,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2027,15,0.13333333333333333,0.8,1.0,0.6799999999999999,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2028,15,0.13333333333333333,0.7333333333333333,1.0,0.6533333333333334,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2029,15,0.2,0.7333333333333333,0.8666666666666667,0.64,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2030,15,0.2,0.7333333333333333,1.0,0.6799999999999999,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2031,15,0.2,0.7333333333333333,1.0,0.6533333333333334,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2032,15,0.2,0.8,1.0,0.6799999999999999,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2033,15,0.13333333333333333,0.6,0.9333333333333333,0.5733333333333334,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2034,15,0.2,0.7333333333333333,0.9333333333333333,0.68,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.1,2035,15,0.2,0.6,1.0,0.6133333333333333,0.4366322431890669,0.9000037671913605
RE2-OB,socket,0.15,2026,15,0.2,0.7333333333333333,0.9333333333333333,0.6533333333333334,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2027,15,0.2,0.8,1.0,0.6933333333333334,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2028,15,0.13333333333333333,0.6666666666666666,0.9333333333333333,0.6266666666666667,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2029,15,0.2,0.8,1.0,0.6799999999999999,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2030,15,0.13333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2031,15,0.13333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2032,15,0.13333333333333333,0.8,1.0,0.6533333333333334,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2033,15,0.2,0.8,1.0,0.7066666666666667,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2034,15,0.2,0.8,1.0,0.6799999999999999,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.15,2035,15,0.13333333333333333,0.6666666666666666,1.0,0.6533333333333334,0.4123734531884187,0.849998655212093
RE2-OB,socket,0.2,2026,15,0.2,0.8,1.0,0.6933333333333334,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2027,15,0.13333333333333333,0.6666666666666666,1.0,0.64,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2028,15,0.13333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2029,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2030,15,0.2,0.8,1.0,0.6933333333333334,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2031,15,0.2,0.6666666666666666,1.0,0.6533333333333334,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2032,15,0.2,0.8,1.0,0.6933333333333334,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2033,15,0.2,0.8,1.0,0.6933333333333334,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2034,15,0.2,0.7333333333333333,1.0,0.6799999999999999,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.2,2035,15,0.13333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.3881126817605434,0.7999922799251904
RE2-OB,socket,0.25,2026,15,0.13333333333333333,0.7333333333333333,0.9333333333333333,0.6533333333333334,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2027,15,0.2,0.8,1.0,0.7066666666666667,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2028,15,0.2,0.7333333333333333,1.0,0.6933333333333334,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2029,15,0.13333333333333333,0.8,1.0,0.6799999999999999,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2030,15,0.13333333333333333,0.8,1.0,0.6799999999999999,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2031,15,0.13333333333333333,0.6666666666666666,0.9333333333333333,0.6266666666666667,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2032,15,0.2,0.6666666666666666,0.9333333333333333,0.64,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2033,15,0.2,0.7333333333333333,1.0,0.6666666666666666,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2034,15,0.2,0.8,1.0,0.7066666666666667,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.25,2035,15,0.2,0.8,1.0,0.6933333333333334,0.36385737137852736,0.7499970107243595
RE2-OB,socket,0.35,2026,15,0.2,0.8,1.0,0.6933333333333334,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2027,15,0.2,0.8,1.0,0.6933333333333334,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2028,15,0.13333333333333333,0.7333333333333333,1.0,0.6533333333333334,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2029,15,0.13333333333333333,0.8,1.0,0.6799999999999999,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2030,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2031,15,0.13333333333333333,0.7333333333333333,1.0,0.68,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2032,15,0.2,0.8,1.0,0.6933333333333334,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2033,15,0.13333333333333333,0.8,1.0,0.6666666666666666,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2034,15,0.13333333333333333,0.7333333333333333,1.0,0.68,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.35,2035,15,0.2,0.7333333333333333,1.0,0.6666666666666666,0.3153459456779915,0.6500019060157131
RE2-OB,socket,0.5,2026,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2027,15,0.13333333333333333,0.7333333333333333,0.9333333333333333,0.6533333333333334,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2028,15,0.13333333333333333,0.7333333333333333,0.9333333333333333,0.64,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2029,15,0.13333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2030,15,0.2,0.7333333333333333,1.0,0.6799999999999999,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2031,15,0.2,0.7333333333333333,0.9333333333333333,0.6533333333333334,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2032,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2033,15,0.2,0.8,1.0,0.7066666666666667,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2034,15,0.13333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.5,2035,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.24257185595240127,0.49999952464764313
RE2-OB,socket,0.75,2026,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2027,15,0.2,0.8,1.0,0.7066666666666667,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2028,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2029,15,0.13333333333333333,0.7333333333333333,1.0,0.68,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2030,15,0.13333333333333333,0.7333333333333333,1.0,0.68,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2031,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2032,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2033,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2034,15,0.2,0.8,1.0,0.7066666666666667,0.1212882460972641,0.2500029892756404
RE2-OB,socket,0.75,2035,15,0.2,0.7333333333333333,1.0,0.6933333333333334,0.1212882460972641,0.2500029892756404
RE2-OB,socket,1.0,2026,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2027,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2028,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2029,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2030,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2031,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2032,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2033,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2034,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-OB,socket,1.0,2035,15,0.13333333333333333,0.8,1.0,0.6933333333333334,0.0,0.0
RE2-TT,cpu,0.05,2026,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2027,15,0.8,1.0,1.0,0.9600000000000001,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2028,15,0.8666666666666667,1.0,1.0,0.9600000000000001,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2029,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2031,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2032,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2033,15,0.7333333333333333,1.0,1.0,0.9466666666666667,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2034,15,0.8,1.0,1.0,0.9600000000000001,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.05,2035,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.4674568352069561,0.9499857158990699
RE2-TT,cpu,0.1,2026,15,0.8,1.0,1.0,0.9600000000000001,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2027,15,0.8,1.0,1.0,0.9600000000000001,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2028,15,0.8,1.0,1.0,0.9600000000000001,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2029,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2030,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2031,15,0.8,1.0,1.0,0.9600000000000001,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2032,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2033,15,0.8,1.0,1.0,0.9600000000000001,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2034,15,0.8,1.0,1.0,0.9600000000000001,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.1,2035,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.44286620260496606,0.9000126232134942
RE2-TT,cpu,0.15,2026,15,0.8,1.0,1.0,0.9600000000000001,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2027,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2028,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2029,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2031,15,0.8,1.0,1.0,0.9600000000000001,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2032,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2033,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2034,15,0.8,1.0,1.0,0.9600000000000001,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.15,2035,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.4182554380165287,0.8499956588648501
RE2-TT,cpu,0.2,2026,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2027,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2028,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2029,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2030,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2031,15,0.8,1.0,1.0,0.9600000000000001,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2032,15,0.8,1.0,1.0,0.9600000000000001,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2033,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2034,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.2,2035,15,0.8,1.0,1.0,0.9600000000000001,0.39364596926090417,0.7999848830169959
RE2-TT,cpu,0.25,2026,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2027,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2028,15,0.8,1.0,1.0,0.9600000000000001,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2029,15,0.8,1.0,1.0,0.9600000000000001,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2031,15,0.8,1.0,1.0,0.9600000000000001,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2032,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2033,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2034,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.25,2035,15,0.8,1.0,1.0,0.9600000000000001,0.36904502063269706,0.7499891483503079
RE2-TT,cpu,0.35,2026,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2027,15,0.8,1.0,1.0,0.9600000000000001,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2028,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2029,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2031,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2032,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2033,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2034,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.35,2035,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.31984436211376016,0.6500011112503622
RE2-TT,cpu,0.5,2026,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2027,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2028,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2029,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2031,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2032,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2033,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2034,15,0.8,1.0,1.0,0.9600000000000001,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.5,2035,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.24601313497711216,0.4999586973230003
RE2-TT,cpu,0.75,2026,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2027,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2028,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2029,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2031,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2032,15,0.9333333333333333,1.0,1.0,0.9866666666666667,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2033,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2034,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,0.75,2035,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.12302206379770429,0.250010851649692
RE2-TT,cpu,1.0,2026,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2027,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2028,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2029,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2030,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2031,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2032,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2033,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2034,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,cpu,1.0,2035,15,0.8666666666666667,1.0,1.0,0.9733333333333333,0.0,0.0
RE2-TT,delay,0.05,2026,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2027,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2028,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2029,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2030,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2031,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2032,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2033,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2034,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.05,2035,15,1.0,1.0,1.0,1.0,0.41556868920079887,0.9500610489873939
RE2-TT,delay,0.1,2026,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2027,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2028,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2029,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2030,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2031,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2032,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2033,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2034,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.1,2035,15,1.0,1.0,1.0,1.0,0.3936923412874777,0.9000547468054313
RE2-TT,delay,0.15,2026,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2027,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2028,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2029,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2030,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2031,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2032,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2033,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2034,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.15,2035,15,1.0,1.0,1.0,1.0,0.37182461308032855,0.8500612181472216
RE2-TT,delay,0.2,2026,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2027,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2028,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2029,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2030,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2031,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2032,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2033,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2034,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.2,2035,15,1.0,1.0,1.0,1.0,0.3499088308366122,0.7999410602119459
RE2-TT,delay,0.25,2026,15,1.0,1.0,1.0,1.0,0.32805359407346096,0.7499813424704256
RE2-TT,delay,0.25,2027,15,1.0,1.0,1.0,1.0,0.32805359407346096,0.7499813424704256
RE2-TT,delay,0.25,2028,15,1.0,1.0,1.0,1.0,0.32805359407346096,0.7499813424704256
RE2-TT,delay,0.25,2029,15,1.0,1.0,1.0,1.0,0.32805359407346096,0.7499813424704256
RE2-TT,delay,0.25,2030,15,1.0,1.0,1.0,1.0,0.32805359407346096,0.7499813424704256
