dataset,budget,seed,cases,top1,top3,top5,avg5,total_reduction,post_injection_reduction
RE2-TT,0.2,2029,90,0.8444444444444444,0.9777777777777777,0.9888888888888889,0.9555555555555556,0.3899552815401445,0.7999898170679731
RE2-TT,0.2,2030,90,0.8555555555555555,0.9888888888888889,0.9888888888888889,0.9600000000000001,0.3899552815401445,0.7999898170679731
RE2-TT,0.2,2031,90,0.8333333333333334,0.9777777777777777,0.9777777777777777,0.9466666666666667,0.3899552815401445,0.7999898170679731
RE2-TT,0.2,2032,90,0.7888888888888889,0.9666666666666667,0.9888888888888889,0.9355555555555556,0.3899552815401445,0.7999898170679731
RE2-TT,0.2,2033,90,0.8555555555555555,0.9888888888888889,1.0,0.9644444444444444,0.3899552815401445,0.7999898170679731
RE2-TT,0.2,2034,90,0.8666666666666667,0.9777777777777777,0.9888888888888889,0.9577777777777778,0.3899552815401445,0.7999898170679731
RE2-TT,0.2,2035,90,0.8333333333333334,0.9777777777777777,0.9888888888888889,0.951111111111111,0.3899552815401445,0.7999898170679731
RE2-TT,0.25,2026,90,0.8222222222222222,0.9888888888888889,1.0,0.9533333333333333,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2027,90,0.8444444444444444,0.9777777777777777,0.9888888888888889,0.951111111111111,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2028,90,0.8444444444444444,0.9888888888888889,0.9888888888888889,0.9600000000000001,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2029,90,0.8222222222222222,0.9888888888888889,0.9888888888888889,0.9555555555555556,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2030,90,0.8222222222222222,0.9888888888888889,1.0,0.9533333333333333,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2031,90,0.8444444444444444,0.9777777777777777,0.9888888888888889,0.9533333333333333,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2032,90,0.8555555555555555,0.9888888888888889,1.0,0.9644444444444444,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2033,90,0.8666666666666667,0.9888888888888889,0.9888888888888889,0.9622222222222222,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2034,90,0.8333333333333334,0.9777777777777777,0.9888888888888889,0.951111111111111,0.36558106339794577,0.749989954272672
RE2-TT,0.25,2035,90,0.8222222222222222,0.9777777777777777,0.9888888888888889,0.948888888888889,0.36558106339794577,0.749989954272672
RE2-TT,0.35,2026,90,0.8444444444444444,0.9888888888888889,1.0,0.9577777777777778,0.3168436672538079,0.650005038330046
RE2-TT,0.35,2027,90,0.8,0.9888888888888889,1.0,0.9533333333333333,0.3168436672538079,0.650005038330046
RE2-TT,0.35,2028,90,0.8666666666666667,0.9777777777777777,0.9888888888888889,0.9555555555555556,0.3168436672538079,0.650005038330046
RE2-TT,0.35,2029,90,0.8444444444444444,0.9888888888888889,0.9888888888888889,0.9577777777777778,0.3168436672538079,0.650005038330046
RE2-TT,0.35,2030,90,0.8222222222222222,0.9777777777777777,1.0,0.948888888888889,0.3168436672538079,0.650005038330046
